source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
3H11_95-R3	3H11_95-R3	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_95-R3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_95-R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
3H11_95-R4	3H11_95-R4	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_95-R4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_95-R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
3H11_95-R5	3H11_95-R5	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_95-R5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_95-R5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
3H11_95-R6	3H11_95-R6	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_95-R6	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_95-R6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
3H11_98-R2	3H11_98-R2	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_98-R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_98-R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
3H11_98-R3	3H11_98-R3	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_98-R3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_98-R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
3H11_98-R7	3H11_98-R7	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_98-R7	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_98-R7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
3H11_98-R8	3H11_98-R8	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_98-R8	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_98-R8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
3H11_S2-R1	3H11_S2-R1	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_S2-R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_S2-R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
3H11_T0-R1	3H11_T0-R1	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_T0-R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_T0-R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
3H11_T0-R2	3H11_T0-R2	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_T0-R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_T0-R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
3H11_T0-R4	3H11_T0-R4	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_T0-R4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_T0-R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
3H11_T0-R5	3H11_T0-R5	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_T0-R5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_T0-R5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
3H11_T0-R6	3H11_T0-R6	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_T0-R6	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_T0-R6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
3H11_T0-R8	3H11_T0-R8	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	3H11_T0-R8	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	3H11_T0-R8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_10mM-R1	Nitrate_10mM-R1	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_10mM-R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_10mM-R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_10mM-R2	Nitrate_10mM-R2	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_10mM-R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_10mM-R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_10mM-R3	Nitrate_10mM-R3	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_10mM-R3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_10mM-R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_10mM-R4	Nitrate_10mM-R4	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_10mM-R4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_10mM-R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_10mM-R5	Nitrate_10mM-R5	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_10mM-R5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_10mM-R5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_10mM-R6	Nitrate_10mM-R6	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_10mM-R6	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_10mM-R6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_10mM-R7	Nitrate_10mM-R7	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_10mM-R7	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_10mM-R7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_1mM-R1	Nitrate_1mM-R1	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_1mM-R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_1mM-R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_1mM-R2	Nitrate_1mM-R2	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_1mM-R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_1mM-R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_1mM-R3	Nitrate_1mM-R3	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_1mM-R3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_1mM-R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_1mM-R4	Nitrate_1mM-R4	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_1mM-R4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_1mM-R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_1mM-R5	Nitrate_1mM-R5	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_1mM-R5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_1mM-R5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_1mM-R6	Nitrate_1mM-R6	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_1mM-R6	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_1mM-R6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_1mM-R7	Nitrate_1mM-R7	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_1mM-R7	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_1mM-R7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_1mM-R8	Nitrate_1mM-R8	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_1mM-R8	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_1mM-R8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_20mM-R1	Nitrate_20mM-R1	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_20mM-R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_20mM-R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_20mM-R3	Nitrate_20mM-R3	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_20mM-R3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_20mM-R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_20mM-R5	Nitrate_20mM-R5	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_20mM-R5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_20mM-R5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_20mM-R6	Nitrate_20mM-R6	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_20mM-R6	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_20mM-R6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_20mM-R7	Nitrate_20mM-R7	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_20mM-R7	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_20mM-R7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
