source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[genotype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	factor value[genotype]	factor value[organism part]
fatbody_tamas_rep3	Drosophila melanogaster	arthropod fat body	3	not applicable	tissue	third instar larva stage	wDah	tamas wild-type genomic rescue at the tamas attP locus (tamas control)	20220219_EXPL4_FAS_SA_S669_Dm_FB_Tamas_C1_rep3_Evo25_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_FB_Tamas_C1_rep3_Evo25_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	tamas wild-type genomic rescue at the tamas attP locus (tamas control)	arthropod fat body
fatbody_tamas_rep4	Drosophila melanogaster	arthropod fat body	4	not applicable	tissue	third instar larva stage	wDah	tamas wild-type genomic rescue at the tamas attP locus (tamas control)	20220219_EXPL4_FAS_SA_S669_Dm_FB_Tamas_D1_rep4_Evo37_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_FB_Tamas_D1_rep4_Evo37_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	tamas wild-type genomic rescue at the tamas attP locus (tamas control)	arthropod fat body
larva_atg2_rep1	Drosophila melanogaster	whole body	1	not applicable	whole organism	third instar larva stage	not available	atg2 heterozygous mutant (BDSC 17156)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_ATG2_E9_rep1_Evo57_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_ATG2_E9_rep1_Evo57_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	atg2 heterozygous mutant (BDSC 17156)/+; tamas[D263A]/tamas[D263A]	whole body
larva_atg2_rep2	Drosophila melanogaster	whole body	2	not applicable	whole organism	third instar larva stage	not available	atg2 heterozygous mutant (BDSC 17156)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_ATG2_F9_rep2_Evo69_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_ATG2_F9_rep2_Evo69_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	atg2 heterozygous mutant (BDSC 17156)/+; tamas[D263A]/tamas[D263A]	whole body
larva_atg2_rep3	Drosophila melanogaster	whole body	3	not applicable	whole organism	third instar larva stage	not available	atg2 heterozygous mutant (BDSC 17156)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_ATG2_G9_rep3_Evo81_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_ATG2_G9_rep3_Evo81_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	atg2 heterozygous mutant (BDSC 17156)/+; tamas[D263A]/tamas[D263A]	whole body
larva_atg2_rep4	Drosophila melanogaster	whole body	4	not applicable	whole organism	third instar larva stage	not available	atg2 heterozygous mutant (BDSC 17156)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_ATG2_H9_rep4_Evo93_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_ATG2_H9_rep4_Evo93_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	atg2 heterozygous mutant (BDSC 17156)/+; tamas[D263A]/tamas[D263A]	whole body
larva_dilp1_rep1	Drosophila melanogaster	whole body	1	not applicable	whole organism	third instar larva stage	not available	dilp1 heterozygous mutant (BDSC 78055)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_DILP1_D7_rep1_Evo43_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_DILP1_D7_rep1_Evo43_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	dilp1 heterozygous mutant (BDSC 78055)/+; tamas[D263A]/tamas[D263A]	whole body
larva_dilp1_rep2	Drosophila melanogaster	whole body	2	not applicable	whole organism	third instar larva stage	not available	dilp1 heterozygous mutant (BDSC 78055)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_DILP1_E7_rep2_Evo55_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_DILP1_E7_rep2_Evo55_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	dilp1 heterozygous mutant (BDSC 78055)/+; tamas[D263A]/tamas[D263A]	whole body
larva_dilp1_rep3	Drosophila melanogaster	whole body	3	not applicable	whole organism	third instar larva stage	not available	dilp1 heterozygous mutant (BDSC 78055)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_DILP1_F7_rep3_Evo67_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_DILP1_F7_rep3_Evo67_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	dilp1 heterozygous mutant (BDSC 78055)/+; tamas[D263A]/tamas[D263A]	whole body
larva_dilp1_rep4	Drosophila melanogaster	whole body	4	not applicable	whole organism	third instar larva stage	not available	dilp1 heterozygous mutant (BDSC 78055)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_DILP1_G7_rep4_Evo79_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_DILP1_G7_rep4_Evo79_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	dilp1 heterozygous mutant (BDSC 78055)/+; tamas[D263A]/tamas[D263A]	whole body
larva_melt_rep1	Drosophila melanogaster	whole body	1	not applicable	whole organism	third instar larva stage	not available	melt heterozygous mutant (BDSC 19928)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_Melt_A7_rep1_Evo7_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_Melt_A7_rep1_Evo7_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	melt heterozygous mutant (BDSC 19928)/+; tamas[D263A]/tamas[D263A]	whole body
larva_melt_rep2	Drosophila melanogaster	whole body	2	not applicable	whole organism	third instar larva stage	not available	melt heterozygous mutant (BDSC 19928)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_Melt_B7_rep2_Evo19_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_Melt_B7_rep2_Evo19_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	melt heterozygous mutant (BDSC 19928)/+; tamas[D263A]/tamas[D263A]	whole body
larva_melt_rep3	Drosophila melanogaster	whole body	3	not applicable	whole organism	third instar larva stage	not available	melt heterozygous mutant (BDSC 19928)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_Melt_G8_rep3_Evo80_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_Melt_G8_rep3_Evo80_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	melt heterozygous mutant (BDSC 19928)/+; tamas[D263A]/tamas[D263A]	whole body
larva_melt_rep4	Drosophila melanogaster	whole body	4	not applicable	whole organism	third instar larva stage	not available	melt heterozygous mutant (BDSC 19928)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_Melt_H8_rep4_Evo92_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_Melt_H8_rep4_Evo92_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	melt heterozygous mutant (BDSC 19928)/+; tamas[D263A]/tamas[D263A]	whole body
larva_mut_rep1	Drosophila melanogaster	whole body	1	not applicable	whole organism	third instar larva stage	wDah	tamas[D263A]/tamas[D263A] (POLgamma exo-, homozygous mtDNA mutator)	20220219_EXPL4_FAS_SA_S669_Dm_L_Mut_A6_rep1_Evo6_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_Mut_A6_rep1_Evo6_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	tamas[D263A]/tamas[D263A] (POLgamma exo-, homozygous mtDNA mutator)	whole body
larva_mut_rep2	Drosophila melanogaster	whole body	2	not applicable	whole organism	third instar larva stage	wDah	tamas[D263A]/tamas[D263A] (POLgamma exo-, homozygous mtDNA mutator)	20220219_EXPL4_FAS_SA_S669_Dm_L_Mut_B6_rep2_Evo18_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_Mut_B6_rep2_Evo18_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	tamas[D263A]/tamas[D263A] (POLgamma exo-, homozygous mtDNA mutator)	whole body
larva_mut_rep3	Drosophila melanogaster	whole body	3	not applicable	whole organism	third instar larva stage	wDah	tamas[D263A]/tamas[D263A] (POLgamma exo-, homozygous mtDNA mutator)	20220219_EXPL4_FAS_SA_S669_Dm_L_Mut_C6_rep3_Evo30_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_Mut_C6_rep3_Evo30_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	tamas[D263A]/tamas[D263A] (POLgamma exo-, homozygous mtDNA mutator)	whole body
larva_tim14_rep1	Drosophila melanogaster	whole body	1	not applicable	whole organism	third instar larva stage	not available	tim14 heterozygous mutant (BDSC 17682)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_TIM14_B8_rep1_Evo20_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_TIM14_B8_rep1_Evo20_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	tim14 heterozygous mutant (BDSC 17682)/+; tamas[D263A]/tamas[D263A]	whole body
larva_tim14_rep2	Drosophila melanogaster	whole body	2	not applicable	whole organism	third instar larva stage	not available	tim14 heterozygous mutant (BDSC 17682)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_TIM14_C8_rep2_Evo32_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_TIM14_C8_rep2_Evo32_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	tim14 heterozygous mutant (BDSC 17682)/+; tamas[D263A]/tamas[D263A]	whole body
