source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	characteristics[material type]	assay name	technology type	comment[fractionation method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[proteomics data acquisition method]	factor value[instrument]
Sample GroupB pAGC 10 ng	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 52	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	1	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB pAGC 10 ng	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 53	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	2	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB pAGC 10 ng	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 54	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	3	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB pAGC 100 ng	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 55	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	1	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_100ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB pAGC 100 ng	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 56	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	2	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_100ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB pAGC 100 ng	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 57	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	3	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_100ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB pAGC 1 µg	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 58	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	1	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_1ug_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB pAGC 1 µg	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 59	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	2	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_1ug_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB pAGC 1 µg	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 60	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	3	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_1ug_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB pAGC 10 µg	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 61	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	1	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ug_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB pAGC 10 µg	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 62	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	2	20140529_QE7_UPLC9_RJC_DEV_Exp3_AGC_10ug_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB sensitive 10 ng	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 63	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	1	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_10ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB sensitive 10 ng	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 64	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	2	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_10ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB sensitive 10 ng	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 65	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	3	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_10ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB sensitive 100 ng	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 66	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	1	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_100ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB sensitive 100 ng	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 67	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	2	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_100ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB sensitive 100 ng	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 68	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	3	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_100ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB sensitive 1 µg	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 69	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	1	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_1ug_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB sensitive 1 µg	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 70	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	2	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_1ug_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB sensitive 1 µg	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 71	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	3	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_1ug_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB sensitive 10 µg	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 72	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	1	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_10ug_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB sensitive 10 µg	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 73	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	2	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_10ug_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupB sensitive 10 µg	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 74	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	3	20140529_QE7_UPLC9_RJC_DEV_Exp3_sensitive_10ug_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep1	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 75	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep2	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	2	cell	run 76	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac1_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep1	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 77	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	2	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac2_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
