source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[individual]	characteristics[biorepository]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[passage number]	characteristics[material type]	characteristics[depletion]	characteristics[mass]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[ms2 mass analyzer]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[acquisition date]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
EASI-tag-zero_HeLa	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 78	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=Label;AC=PRIDE:0000514	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=EASI-tag-zero;TA=K;MT=Fixed	NT=EASI-tag-zero;PP=Any N-term;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	0 NCE;10 NCE;12 NCE;14 NCE;16 NCE;18 NCE;20 NCE;22 NCE;24 NCE;26 NCE;28 NCE;30 NCE;32 NCE;34 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	2018-01-19	not available	6	1	20180119_QX2_SeVW_SA_HeLa_EASI6zero_NCEramp_10-34_fraction6_with_SIM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
EASI-tag-zero_HeLa	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 79	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=Label;AC=PRIDE:0000514	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=EASI-tag-zero;TA=K;MT=Fixed	NT=EASI-tag-zero;PP=Any N-term;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	0 NCE;10 NCE;12 NCE;14 NCE;16 NCE;18 NCE;20 NCE;22 NCE;24 NCE;26 NCE;28 NCE;30 NCE;32 NCE;34 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	2018-01-19	not available	7	1	20180119_QX2_SeVW_SA_HeLa_EASI6zero_NCEramp_10-34_fraction7_with_SIM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
EASI-tag-zero_HeLa	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 80	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=Label;AC=PRIDE:0000514	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=EASI-tag-zero;TA=K;MT=Fixed	NT=EASI-tag-zero;PP=Any N-term;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	0 NCE;10 NCE;12 NCE;14 NCE;16 NCE;18 NCE;20 NCE;22 NCE;24 NCE;26 NCE;28 NCE;30 NCE;32 NCE;34 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	2018-01-20	not available	8	1	20180119_QX2_SeVW_SA_HeLa_EASI6zero_NCEramp_10-34_fraction8_with_SIM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
TMTzero_HeLa	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 81	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=TMT;AC=PRIDE:0000314	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=TMT;AC=UNIMOD:739;PP=Any N-term;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	10 NCE;12 NCE;14 NCE;16 NCE;18 NCE;20 NCE;22 NCE;24 NCE;26 NCE;28 NCE;30 NCE;32 NCE;34 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not available	not available	1	1	20170510_QEp1_SeVW_SA_HeLa_TMTzero_NCEramp_10-34_fraction_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
TMTzero_HeLa	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 82	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=TMT;AC=PRIDE:0000314	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=TMT;AC=UNIMOD:739;PP=Any N-term;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	10 NCE;12 NCE;14 NCE;16 NCE;18 NCE;20 NCE;22 NCE;24 NCE;26 NCE;28 NCE;30 NCE;32 NCE;34 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not available	not available	2	1	20170510_QEp1_SeVW_SA_HeLa_TMTzero_NCEramp_10-34_fraction_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
TMTzero_HeLa	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 83	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=TMT;AC=PRIDE:0000314	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=TMT;AC=UNIMOD:739;PP=Any N-term;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	10 NCE;12 NCE;14 NCE;16 NCE;18 NCE;20 NCE;22 NCE;24 NCE;26 NCE;28 NCE;30 NCE;32 NCE;34 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not available	not available	3	1	20170510_QEp1_SeVW_SA_HeLa_TMTzero_NCEramp_10-34_fraction_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
TMTzero_HeLa	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 84	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=TMT;AC=PRIDE:0000314	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=TMT;AC=UNIMOD:739;PP=Any N-term;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	10 NCE;12 NCE;14 NCE;16 NCE;18 NCE;20 NCE;22 NCE;24 NCE;26 NCE;28 NCE;30 NCE;32 NCE;34 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not available	not available	4	1	20170510_QEp1_SeVW_SA_HeLa_TMTzero_NCEramp_10-34_fraction_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
TMTzero_HeLa	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 85	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=TMT;AC=PRIDE:0000314	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=TMT;AC=UNIMOD:739;PP=Any N-term;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	10 NCE;12 NCE;14 NCE;16 NCE;18 NCE;20 NCE;22 NCE;24 NCE;26 NCE;28 NCE;30 NCE;32 NCE;34 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not available	not available	5	1	20170510_QEp1_SeVW_SA_HeLa_TMTzero_NCEramp_10-34_fraction_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
TMTzero_HeLa	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 86	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=TMT;AC=PRIDE:0000314	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=TMT;AC=UNIMOD:739;PP=Any N-term;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	10 NCE;12 NCE;14 NCE;16 NCE;18 NCE;20 NCE;22 NCE;24 NCE;26 NCE;28 NCE;30 NCE;32 NCE;34 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not available	not available	6	1	20170510_QEp1_SeVW_SA_HeLa_TMTzero_NCEramp_10-34_fraction_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
TMTzero_HeLa	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 87	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=TMT;AC=PRIDE:0000314	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=TMT;AC=UNIMOD:739;PP=Any N-term;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	10 NCE;12 NCE;14 NCE;16 NCE;18 NCE;20 NCE;22 NCE;24 NCE;26 NCE;28 NCE;30 NCE;32 NCE;34 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not available	not available	7	1	20170510_QEp1_SeVW_SA_HeLa_TMTzero_NCEramp_10-34_fraction_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
TMTzero_HeLa	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 88	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=TMT;AC=PRIDE:0000314	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=TMT;AC=UNIMOD:739;PP=Any N-term;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	10 NCE;12 NCE;14 NCE;16 NCE;18 NCE;20 NCE;22 NCE;24 NCE;26 NCE;28 NCE;30 NCE;32 NCE;34 NCE	4.5 ppm	20 ppm	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not available	not available	8	1	20170510_QEp1_SeVW_SA_HeLa_TMTzero_NCEramp_10-34_fraction_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
HeLa_unlabelled_04Th_015offset	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 89	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	27 NCE	4.5 ppm	20 ppm	not applicable	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	2018-02-08	0.4 m/z	1	1	20180207_QX2_FlMe_SA_HeLa_04Th_015offset.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
HeLa_unlabelled_04Th_015offset	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 90	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	27 NCE	4.5 ppm	20 ppm	not applicable	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	2018-02-08	0.4 m/z	1	2	20180207_QX2_FlMe_SA_HeLa_04Th_015offset_180208140958.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
HeLa_unlabelled_04Th_015offset	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 91	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	27 NCE	4.5 ppm	20 ppm	not applicable	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	2018-02-08	0.4 m/z	1	3	20180207_QX2_FlMe_SA_HeLa_04Th_015offset_180208212106.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
HeLa_unlabelled_04Th_0offset	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 92	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	27 NCE	4.5 ppm	20 ppm	not applicable	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	2018-02-08	0.4 m/z	1	1	20180207_QX2_FlMe_SA_HeLa_04Th_0offset.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
HeLa_unlabelled_04Th_0offset	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 93	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	27 NCE	4.5 ppm	20 ppm	not applicable	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	2018-02-08	0.4 m/z	1	2	20180207_QX2_FlMe_SA_HeLa_04Th_0offset_180208114623.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
HeLa_unlabelled_04Th_0offset	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 94	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	27 NCE	4.5 ppm	20 ppm	not applicable	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	2018-02-08	0.4 m/z	1	3	20180207_QX2_FlMe_SA_HeLa_04Th_0offset_180208185718.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
HeLa_unlabelled_14Th_0offset	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 95	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	27 NCE	4.5 ppm	20 ppm	not applicable	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	2018-02-08	1.4 m/z	1	1	20180207_QX2_FlMe_SA_HeLa_14Th_0offset.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
HeLa_unlabelled_14Th_0offset	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	30Y6M	female	African American	adult	not available	ATCC	Dulbecco's Modified Eagle Medium	-80 °C	not available	cell line	no depletion	not available	1	run 96	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	27 NCE	4.5 ppm	20 ppm	not applicable	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	2018-02-08	1.4 m/z	1	2	20180207_QX2_FlMe_SA_HeLa_14Th_0offset_180208092250.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
