source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[condition]	characteristics[spiked compound]	characteristics[spiked compound]	assay name	technology type	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[study group]	comment[replicate provenance]	comment[search parameter source]	comment[sdrf version]	comment[sdrf template]	comment[annotation source]	comment[sdrf annotation tool]	comment[annotation provenance]	factor value[condition]
PXD003841_Stack_UPS1_10fmol_prep2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	Stack_UPS1_10fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=10 fmol	not applicable	PXD003841_QE06927	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06927.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06927.raw	Stack	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Stacking-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Stack_UPS1_10fmol
PXD003841_Stack_UPS1_10fmol_prep3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	Stack_UPS1_10fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=10 fmol	not applicable	PXD003841_QE06982	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06982.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06982.raw	Stack	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Stacking-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Stack_UPS1_10fmol
PXD003841_Stack_UPS1_1fmol_prep1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	Stack_UPS1_1fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=1 fmol	not applicable	PXD003841_QE07013	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE07013.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE07013.raw	Stack	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Stacking-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Stack_UPS1_1fmol
PXD003841_Stack_UPS1_1fmol_prep2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	Stack_UPS1_1fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=1 fmol	not applicable	PXD003841_QE07060	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE07060.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE07060.raw	Stack	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Stacking-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Stack_UPS1_1fmol
PXD003841_Stack_UPS1_1fmol_prep3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	Stack_UPS1_1fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=1 fmol	not applicable	PXD003841_QE07062	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE07062.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE07062.raw	Stack	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Stacking-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Stack_UPS1_1fmol
PXD003841_Stack_UPS1_2.5fmol_prep1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	Stack_UPS1_2.5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=2.5 fmol	not applicable	PXD003841_QE07017	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE07017.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE07017.raw	Stack	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Stacking-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Stack_UPS1_2.5fmol
PXD003841_Stack_UPS1_2.5fmol_prep2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	Stack_UPS1_2.5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=2.5 fmol	not applicable	PXD003841_QE06940	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06940.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06940.raw	Stack	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Stacking-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Stack_UPS1_2.5fmol
PXD003841_Stack_UPS1_2.5fmol_prep3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	Stack_UPS1_2.5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=2.5 fmol	not applicable	PXD003841_QE06969	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06969.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06969.raw	Stack	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Stacking-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Stack_UPS1_2.5fmol
PXD003841_Stack_UPS1_25fmol_prep1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	Stack_UPS1_25fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=25 fmol	not applicable	PXD003841_QE07035	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE07035.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE07035.raw	Stack	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Stacking-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Stack_UPS1_25fmol
PXD003841_Stack_UPS1_25fmol_prep2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	Stack_UPS1_25fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=25 fmol	not applicable	PXD003841_QE06921	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06921.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06921.raw	Stack	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Stacking-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Stack_UPS1_25fmol
PXD003841_Stack_UPS1_25fmol_prep3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	Stack_UPS1_25fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=25 fmol	not applicable	PXD003841_QE06976	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06976.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06976.raw	Stack	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Stacking-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Stack_UPS1_25fmol
PXD003841_Stack_UPS1_5fmol_prep1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	Stack_UPS1_5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=5 fmol	not applicable	PXD003841_QE07022	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE07022.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE07022.raw	Stack	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Stacking-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Stack_UPS1_5fmol
PXD003841_Stack_UPS1_5fmol_prep2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	Stack_UPS1_5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=5 fmol	not applicable	PXD003841_QE06934	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06934.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06934.raw	Stack	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Stacking-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Stack_UPS1_5fmol
PXD003841_Stack_UPS1_5fmol_prep3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	Stack_UPS1_5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=5 fmol	not applicable	PXD003841_QE06963	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06963.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06963.raw	Stack	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Stacking-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	Stack_UPS1_5fmol
PXD003841_TG_UPS1_0.5fmol_prep1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_0.5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=0.5 fmol	not applicable	PXD003841_QE07028	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE07028.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE07028.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_0.5fmol
PXD003841_TG_UPS1_0.5fmol_prep2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_0.5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=0.5 fmol	not applicable	PXD003841_QE06944	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06944.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06944.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_0.5fmol
PXD003841_TG_UPS1_0.5fmol_prep3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_0.5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=0.5 fmol	not applicable	PXD003841_QE06973	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06973.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06973.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_0.5fmol
PXD003841_TG_UPS1_10fmol_prep1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_10fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=10 fmol	not applicable	PXD003841_QE07044	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE07044.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE07044.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_10fmol
PXD003841_TG_UPS1_10fmol_prep2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_10fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=10 fmol	not applicable	PXD003841_QE06957	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06957.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06957.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_10fmol
PXD003841_TG_UPS1_10fmol_prep3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_10fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=10 fmol	not applicable	PXD003841_QE07002	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE07002.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE07002.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_10fmol
PXD003841_TG_UPS1_1fmol_prep1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_1fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=1 fmol	not applicable	PXD003841_QE07033	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE07033.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE07033.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_1fmol
PXD003841_TG_UPS1_1fmol_prep2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_1fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=1 fmol	not applicable	PXD003841_QE06938	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06938.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06938.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_1fmol
