source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[culture medium]	characteristics[CLIP substrate labeling]	characteristics[granule age]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms min im]	comment[ms max im]	comment[ms1 scan range]	factor value[CLIP substrate labeling]	factor value[granule age]
INS-1 phogrin-CLIP mixed SG minus Fluo sample 3	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	2	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S03_04_H3_1_6067	proteomic profiling by mass spectrometry	4	20210721_TIMS04_MA_ADB_MND_S03_04_H3_1_6067.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG plus Fluo sample 4	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	2	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S04_01_H4_1_6044	proteomic profiling by mass spectrometry	1	20210721_TIMS04_MA_ADB_MND_S04_01_H4_1_6044.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG plus Fluo sample 4	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	2	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S04_02_H4_1_6052	proteomic profiling by mass spectrometry	2	20210721_TIMS04_MA_ADB_MND_S04_02_H4_1_6052.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG plus Fluo sample 4	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	2	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S04_03_H4_1_6060	proteomic profiling by mass spectrometry	3	20210721_TIMS04_MA_ADB_MND_S04_03_H4_1_6060.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG plus Fluo sample 4	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	2	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S04_04_H4_1_6068	proteomic profiling by mass spectrometry	5	20210721_TIMS04_MA_ADB_MND_S04_04_H4_1_6068.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG plus Fluo sample 4	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	2	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S04_04_H4_1_6070	proteomic profiling by mass spectrometry	4	20210721_TIMS04_MA_ADB_MND_S04_04_H4_1_6070.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG minus Fluo sample 5	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	3	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S05_01_H5_1_6045	proteomic profiling by mass spectrometry	1	20210721_TIMS04_MA_ADB_MND_S05_01_H5_1_6045.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG minus Fluo sample 5	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	3	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S05_02_H5_1_6053	proteomic profiling by mass spectrometry	2	20210721_TIMS04_MA_ADB_MND_S05_02_H5_1_6053.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG minus Fluo sample 5	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	3	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S05_03_H5_1_6061	proteomic profiling by mass spectrometry	3	20210721_TIMS04_MA_ADB_MND_S05_03_H5_1_6061.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG minus Fluo sample 5	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	3	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S05_04_H5_1_6071	proteomic profiling by mass spectrometry	4	20210721_TIMS04_MA_ADB_MND_S05_04_H5_1_6071.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG plus Fluo sample 6	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	3	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S06_01_H6_1_6046	proteomic profiling by mass spectrometry	1	20210721_TIMS04_MA_ADB_MND_S06_01_H6_1_6046.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG plus Fluo sample 6	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	3	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S06_02_H6_1_6054	proteomic profiling by mass spectrometry	2	20210721_TIMS04_MA_ADB_MND_S06_02_H6_1_6054.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG plus Fluo sample 6	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	3	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S06_03_H6_1_6062	proteomic profiling by mass spectrometry	3	20210721_TIMS04_MA_ADB_MND_S06_03_H6_1_6062.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG plus Fluo sample 6	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	3	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	BC-Fluorescein labeled	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S06_04_H6_1_6072	proteomic profiling by mass spectrometry	4	20210721_TIMS04_MA_ADB_MND_S06_04_H6_1_6072.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	BC-Fluorescein labeled	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG minus Fluo sample 7	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	4	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S07_01_H7_1_6047	proteomic profiling by mass spectrometry	1	20210721_TIMS04_MA_ADB_MND_S07_01_H7_1_6047.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG minus Fluo sample 7	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	4	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S07_02_H7_1_6055	proteomic profiling by mass spectrometry	2	20210721_TIMS04_MA_ADB_MND_S07_02_H7_1_6055.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG minus Fluo sample 7	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	4	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S07_03_H7_1_6063	proteomic profiling by mass spectrometry	3	20210721_TIMS04_MA_ADB_MND_S07_03_H7_1_6063.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
INS-1 phogrin-CLIP mixed SG minus Fluo sample 7	Rattus norvegicus	islet of Langerhans	type B pancreatic cell	4	pancreatic insulinoma, non-human animal	cell line	not available	NEDH	male	INS-1	CVCL_0352	INS-1	Roswell Park Memorial Institute 1640 Medium	unlabeled control	mixed secretory granules not age-resolved	20210721_TIMS04_MA_ADB_MND_S07_04_H7_1_6073	proteomic profiling by mass spectrometry	4	20210721_TIMS04_MA_ADB_MND_S07_04_H7_1_6073.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	70 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	0.6	1.6	100m/z-1700m/z	unlabeled control	mixed secretory granules not age-resolved
