source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[mhc protein complex]	characteristics[immunopeptidome enrichment method]	characteristics[mhc typing]	characteristics[mhc typing method]	characteristics[antibody enrichment]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[acquisition date]	comment[ms min mz]	comment[ms max mz]	comment[ms min charge]	comment[ms max charge]	comment[ms min rt]	comment[ms max rt]	comment[ms2 min mz]	comment[ms2 max mz]	factor value[source name]
721.221-C0702-BR1	Homo sapiens	blood	B-lymphoblast	1	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_1_A10	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_1_A10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	10	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	S16_0126_JesseM_HLA	2016-12-17T21:44:40	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR1
721.221-C0702-BR1	Homo sapiens	blood	B-lymphoblast	1	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_1_A11	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_1_A11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	11	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	S16_0126_JesseM_HLA	2016-12-17T23:02:37	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR1
721.221-C0702-BR1	Homo sapiens	blood	B-lymphoblast	1	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_1_A12	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_1_A12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	12	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	S16_0126_JesseM_HLA	2016-12-18T03:00:59	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR1
721.221-C0702-BR1	Homo sapiens	blood	B-lymphoblast	1	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_1_A13	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_1_A13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	13	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	S16_0126_JesseM_HLA	2016-12-18T04:18:56	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR1
721.221-C0702-BR1	Homo sapiens	blood	B-lymphoblast	1	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_1_A14	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_1_A14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	14	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	S16_0126_JesseM_HLA	2016-12-18T05:36:51	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR1
721.221-C0702-BR1	Homo sapiens	blood	B-lymphoblast	1	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_1_A15	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_1_A15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	15	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	S16_0126_JesseM_HLA	2016-12-18T06:54:46	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR1
721.221-C0702-BR1	Homo sapiens	blood	B-lymphoblast	1	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_1_A8	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_1_A8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	8	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	S16_0126_JesseM_HLA	2016-12-17T19:08:46	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR1
721.221-C0702-BR1	Homo sapiens	blood	B-lymphoblast	1	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_1_A9	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_1_A9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	9	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	S16_0126_JesseM_HLA	2016-12-17T20:26:43	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR1
721.221-C0702-BR2	Homo sapiens	blood	B-lymphoblast	2	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_2_A10	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_2_A10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	10	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P1OK20150930_JM_C6	2015-10-01T18:54:35	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR2
721.221-C0702-BR2	Homo sapiens	blood	B-lymphoblast	2	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_2_A11	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_2_A11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	11	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P1OK20150930_JM_C6	2015-10-01T20:12:31	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR2
721.221-C0702-BR2	Homo sapiens	blood	B-lymphoblast	2	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_2_A12	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_2_A12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	12	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P1OK20150930_JM_C6	2015-10-01T22:48:23	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR2
721.221-C0702-BR2	Homo sapiens	blood	B-lymphoblast	2	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_2_A13	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_2_A13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	13	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P1OK20150930_JM_C6	2015-10-02T00:06:16	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR2
721.221-C0702-BR2	Homo sapiens	blood	B-lymphoblast	2	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_2_A14	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_2_A14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	14	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P1OK20150930_JM_C6	2015-10-02T01:24:11	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR2
721.221-C0702-BR2	Homo sapiens	blood	B-lymphoblast	2	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_2_A15	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_2_A15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	15	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P1OK20150930_JM_C6	2015-10-02T02:42:06	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR2
721.221-C0702-BR2	Homo sapiens	blood	B-lymphoblast	2	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_2_A8	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_2_A8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	8	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P1OK20150930_JM_C6	2015-10-01T16:18:39	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR2
721.221-C0702-BR2	Homo sapiens	blood	B-lymphoblast	2	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_2_A9	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_2_A9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	9	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P1OK20150930_JM_C6	2015-10-01T17:36:36	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR2
721.221-C0702-BR3	Homo sapiens	blood	B-lymphoblast	3	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_3_A10	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_3_A10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	10	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P2RS20160902_jmobbs_sHLAC_elution	2016-09-07T07:57:28	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR3
721.221-C0702-BR3	Homo sapiens	blood	B-lymphoblast	3	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_3_A11	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_3_A11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	11	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P2RS20160902_jmobbs_sHLAC_elution	2016-09-07T09:15:23	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR3
721.221-C0702-BR3	Homo sapiens	blood	B-lymphoblast	3	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_3_A12	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_3_A12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	12	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P2RS20160902_jmobbs_sHLAC_elution	2016-09-07T13:13:51	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR3
721.221-C0702-BR3	Homo sapiens	blood	B-lymphoblast	3	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_3_A13	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_3_A13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	13	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P2RS20160902_jmobbs_sHLAC_elution	2016-09-07T14:31:46	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR3
721.221-C0702-BR3	Homo sapiens	blood	B-lymphoblast	3	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_3_A14	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_3_A14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	14	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P2RS20160902_jmobbs_sHLAC_elution	2016-09-07T15:49:45	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR3
721.221-C0702-BR3	Homo sapiens	blood	B-lymphoblast	3	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_3_A15	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_3_A15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	15	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P2RS20160902_jmobbs_sHLAC_elution	2016-09-07T17:07:42	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR3
721.221-C0702-BR3	Homo sapiens	blood	B-lymphoblast	3	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_3_A8	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_3_A8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	8	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P2RS20160902_jmobbs_sHLAC_elution	2016-09-07T05:21:36	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR3
721.221-C0702-BR3	Homo sapiens	blood	B-lymphoblast	3	not pooled	experimental sample	not applicable	721.221	CVCL_6263	LCL 721.221	Peripheral blood	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	HLA-C*07:02	not applicable	W6/32	P120161215_jmobbs_C702_3_A9	proteomic profiling by mass spectrometry	1	P120161215_jmobbs_C702_3_A9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=immunopeptidomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	9	NT=HCD;AC=MS:1000422	NT=Reversed-phase chromatography (RP);AC=PRIDE:0000563	27% NCE	0.05 Da	0.1 Da	not applicable	not applicable	not available	NT=orbitrap;AC=MS:1000484	P2RS20160902_jmobbs_sHLAC_elution	2016-09-07T06:39:33	375m/z	1800m/z	2	5	0	75	200m/z	2000m/z	721.221-C0702-BR3
