source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[cell line]
P41_IPC298_lyse_d4	Homo sapiens	Urine	not applicable	cell lysate	1	P41_IPC298_lyse_d4	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P41_IPC298_lyse_d4.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p55_Du4475_CM_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p55_Du4475_CM_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p55_Du4475_CM_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_serum_1ah_150820083944	Homo sapiens	Urine	not applicable	cell lysate	1	p66_serum_1ah_150820083944	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_serum_1ah_150820083944.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_a2780_cm_6ah	Homo sapiens	Urine	not applicable	cell lysate	1	p66_a2780_cm_6ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_a2780_cm_6ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p90_2nd_lysate_IMR32_1ah	Homo sapiens	Urine	not applicable	cell lysate	1	p90_2nd_lysate_IMR32_1ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p90_2nd_lysate_IMR32_1ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p90_2nd_lysate_CL40_11ag	Homo sapiens	Urine	not applicable	cell lysate	1	p90_2nd_lysate_CL40_11ag	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p90_2nd_lysate_CL40_11ag.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_BCPAP_lysate_e5_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_BCPAP_lysate_e5_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_BCPAP_lysate_e5_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
RPMI-8402_CM_mix15	Homo sapiens	Urine	not applicable	conditioned media	1	RPMI-8402_CM_mix15	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	RPMI-8402_CM_mix15.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	conditioned media
RPMI-8402_CM_cysH	Homo sapiens	Urine	not applicable	conditioned media	1	RPMI-8402_CM_cysH	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	RPMI-8402_CM_cysH.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	conditioned media
p70_serum_set1_cysH	Homo sapiens	Urine	not applicable	cell lysate	1	p70_serum_set1_cysH	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p70_serum_set1_cysH.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p52_TTCM_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p52_TTCM_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p52_TTCM_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p27_HEPG2_CM_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p27_HEPG2_CM_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p27_HEPG2_CM_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P66_a2780_cm_cysh_150820222706	Homo sapiens	Urine	not applicable	cell lysate	1	P66_a2780_cm_cysh_150820222706	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P66_a2780_cm_cysh_150820222706.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p83_plasma_set4_c10	Homo sapiens	Urine	not applicable	cell lysate	1	p83_plasma_set4_c10	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p83_plasma_set4_c10.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_BCPAP_lysate_f5	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_BCPAP_lysate_f5	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_BCPAP_lysate_f5.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_a2780_lyse_1ah	Homo sapiens	Urine	not applicable	cell lysate	1	p66_a2780_lyse_1ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_a2780_lyse_1ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_Lysate_mix2	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_Lysate_mix2	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_Lysate_mix2.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p46_NCIH446_lysate_3a-h	Homo sapiens	Urine	not applicable	cell lysate	1	p46_NCIH446_lysate_3a-h	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p46_NCIH446_lysate_3a-h.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p90_2nd_lysate_HUH6_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p90_2nd_lysate_HUH6_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p90_2nd_lysate_HUH6_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_Lysate_mix9	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_Lysate_mix9	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_Lysate_mix9.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p46_NoMo1_CM_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p46_NoMo1_CM_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p46_NoMo1_CM_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
RPMI-8402_Lysate_mix7	Homo sapiens	Urine	not applicable	conditioned media	1	RPMI-8402_Lysate_mix7	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	RPMI-8402_Lysate_mix7.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	conditioned media
p90_2nd_lysate_IMR32_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p90_2nd_lysate_IMR32_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p90_2nd_lysate_IMR32_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
RPMI-8402_Lysate_mix9	Homo sapiens	Urine	not applicable	conditioned media	1	RPMI-8402_Lysate_mix9	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	RPMI-8402_Lysate_mix9.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	conditioned media
RPMI-8402_CM_mix10	Homo sapiens	Urine	not applicable	conditioned media	1	RPMI-8402_CM_mix10	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	RPMI-8402_CM_mix10.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	conditioned media
p46_NCIH446_lysate_4a-h	Homo sapiens	Urine	not applicable	cell lysate	1	p46_NCIH446_lysate_4a-h	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p46_NCIH446_lysate_4a-h.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p90_2nd_lysate_CL40_10ah	Homo sapiens	Urine	not applicable	cell lysate	1	p90_2nd_lysate_CL40_10ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p90_2nd_lysate_CL40_10ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P66_a2780_cm_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	P66_a2780_cm_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P66_a2780_cm_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_Lysate_mix3	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_Lysate_mix3	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_Lysate_mix3.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P41_NB1_lyse_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	P41_NB1_lyse_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P41_NB1_lyse_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_serum_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p66_serum_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_serum_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P41_QGP1_CM_cysh_c6d	Homo sapiens	Urine	not applicable	cell lysate	1	P41_QGP1_CM_cysh_c6d	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P41_QGP1_CM_cysh_c6d.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_BCPAP_CM_g2	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_BCPAP_CM_g2	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_BCPAP_CM_g2.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p75_serum_set6_cysH	Homo sapiens	Urine	not applicable	cell lysate	1	p75_serum_set6_cysH	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p75_serum_set6_cysH.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_HEPG2_lysate_f8	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_HEPG2_lysate_f8	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_HEPG2_lysate_f8.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p94_2nd_lysate_OVKate_7ahB	Homo sapiens	Urine	not applicable	cell lysate	1	p94_2nd_lysate_OVKate_7ahB	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p94_2nd_lysate_OVKate_7ahB.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p46_NCIH446_lysate_1a-h	Homo sapiens	Urine	not applicable	cell lysate	1	p46_NCIH446_lysate_1a-h	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p46_NCIH446_lysate_1a-h.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_Lysate_GAPDH	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_Lysate_GAPDH	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_Lysate_GAPDH.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P41_NB1_CM_a5	Homo sapiens	Urine	not applicable	cell lysate	1	P41_NB1_CM_a5	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P41_NB1_CM_a5.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_BCPAP_CM_g3	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_BCPAP_CM_g3	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_BCPAP_CM_g3.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_BCPAP_CM_g4	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_BCPAP_CM_g4	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_BCPAP_CM_g4.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p94_2nd_CM_OVKate_7ahB	Homo sapiens	Urine	not applicable	cell lysate	1	p94_2nd_CM_OVKate_7ahB	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p94_2nd_CM_OVKate_7ahB.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
RPMI-8402_CM_mix4	Homo sapiens	Urine	not applicable	conditioned media	1	RPMI-8402_CM_mix4	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	RPMI-8402_CM_mix4.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	conditioned media
p27_HEPG2_CM_3ah	Homo sapiens	Urine	not applicable	cell lysate	1	p27_HEPG2_CM_3ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p27_HEPG2_CM_3ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p22_lyse_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p22_lyse_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p22_lyse_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_HEPG2_lysate_f7	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_HEPG2_lysate_f7	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_HEPG2_lysate_f7.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p73_serum_set4_c10	Homo sapiens	Urine	not applicable	cell lysate	1	p73_serum_set4_c10	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p73_serum_set4_c10.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_panc_cm_6ah	Homo sapiens	Urine	not applicable	cell lysate	1	p66_panc_cm_6ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_panc_cm_6ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p94_2nd_lysate_DU4475_2ahB	Homo sapiens	Urine	not applicable	cell lysate	1	p94_2nd_lysate_DU4475_2ahB	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p94_2nd_lysate_DU4475_2ahB.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P55_cadoes1_CM_4ah	Homo sapiens	Urine	not applicable	cell lysate	1	P55_cadoes1_CM_4ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P55_cadoes1_CM_4ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
RPMI-8402_Lysate_mix10	Homo sapiens	Urine	not applicable	conditioned media	1	RPMI-8402_Lysate_mix10	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	RPMI-8402_Lysate_mix10.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	conditioned media
p55_cadoes1_lysate_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p55_cadoes1_lysate_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p55_cadoes1_lysate_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_serum_cysh_150821012651	Homo sapiens	Urine	not applicable	cell lysate	1	p66_serum_cysh_150821012651	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_serum_cysh_150821012651.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_panc_cm_2ah_150813173909	Homo sapiens	Urine	not applicable	cell lysate	1	p66_panc_cm_2ah_150813173909	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_panc_cm_2ah_150813173909.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_serum_5ah	Homo sapiens	Urine	not applicable	cell lysate	1	p66_serum_5ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_serum_5ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p84_plasma_set3_cysH	Homo sapiens	Urine	not applicable	cell lysate	1	p84_plasma_set3_cysH	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p84_plasma_set3_cysH.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p46_NoMo1_CM_8a-h_150115153627	Homo sapiens	Urine	not applicable	cell lysate	1	p46_NoMo1_CM_8a-h_150115153627	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p46_NoMo1_CM_8a-h_150115153627.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_HEPG2_CM_g7	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_HEPG2_CM_g7	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_HEPG2_CM_g7.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_panc_lyse_5ah	Homo sapiens	Urine	not applicable	cell lysate	1	p66_panc_lyse_5ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_panc_lyse_5ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
