source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[age]	characteristics[sex]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[culture medium]	characteristics[antibody enrichment]	characteristics[dose]	characteristics[exposure duration]	characteristics[pretreatment]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[ms1 scan range]	comment[elution conditions]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	factor value[antibody enrichment]	factor value[cell line]	factor value[exposure duration]	factor value[pretreatment]	factor value[treatment]
CellLinePanel_K562_DMSO_3	Homo sapiens	bone marrow	not available	3	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	cell line	Dimethyl Sulfoxide	53Y	female	K562	CVCL_0004	K-562	pleural effusion	Iscove's Modified Dulbecco's Medium	N8C_Fab3b	not available	2 hour	not available	20220322_EXPL1_LuHe_SA_H341_K562_DMSO_3	proteomic profiling by mass spectrometry	1	20220322_EXPL1_LuHe_SA_H341_K562_DMSO_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	K562	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_K562_MLN_1	Homo sapiens	bone marrow	not available	1	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	cell line	Pevonedistat	53Y	female	K562	CVCL_0004	K-562	pleural effusion	Iscove's Modified Dulbecco's Medium	N8C_Fab3b	1 uM	2 hour	not available	20220322_EXPL1_LuHe_SA_H341_K562_MLN_1	proteomic profiling by mass spectrometry	1	20220322_EXPL1_LuHe_SA_H341_K562_MLN_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	K562	2 hour	not available	Pevonedistat
CellLinePanel_K562_MLN_2	Homo sapiens	bone marrow	not available	2	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	cell line	Pevonedistat	53Y	female	K562	CVCL_0004	K-562	pleural effusion	Iscove's Modified Dulbecco's Medium	N8C_Fab3b	1 uM	2 hour	not available	20220322_EXPL1_LuHe_SA_H341_K562_MLN_2	proteomic profiling by mass spectrometry	1	20220322_EXPL1_LuHe_SA_H341_K562_MLN_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	K562	2 hour	not available	Pevonedistat
CellLinePanel_K562_MLN_3	Homo sapiens	bone marrow	not available	3	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	cell line	Pevonedistat	53Y	female	K562	CVCL_0004	K-562	pleural effusion	Iscove's Modified Dulbecco's Medium	N8C_Fab3b	1 uM	2 hour	not available	20220322_EXPL1_LuHe_SA_H341_K562_MLN_3	proteomic profiling by mass spectrometry	1	20220322_EXPL1_LuHe_SA_H341_K562_MLN_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	K562	2 hour	not available	Pevonedistat
CellLinePanel_Jurkat_DMSO_1	Homo sapiens	blood	T cell	1	T-cell childhood acute lymphocytic leukemia	cell line	Dimethyl Sulfoxide	14Y	male	Jurkat	CVCL_0065	Jurkat	blood	Roswell Park Memorial Institute 1640 Medium	N8C_Fab3b	not available	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_Jurkat_DMSO_1	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_Jurkat_DMSO_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	Jurkat	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_Jurkat_DMSO_2	Homo sapiens	blood	T cell	2	T-cell childhood acute lymphocytic leukemia	cell line	Dimethyl Sulfoxide	14Y	male	Jurkat	CVCL_0065	Jurkat	blood	Roswell Park Memorial Institute 1640 Medium	N8C_Fab3b	not available	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_Jurkat_DMSO_2	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_Jurkat_DMSO_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	Jurkat	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_Jurkat_DMSO_3	Homo sapiens	blood	T cell	3	T-cell childhood acute lymphocytic leukemia	cell line	Dimethyl Sulfoxide	14Y	male	Jurkat	CVCL_0065	Jurkat	blood	Roswell Park Memorial Institute 1640 Medium	N8C_Fab3b	not available	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_Jurkat_DMSO_3	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_Jurkat_DMSO_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	Jurkat	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_Jurkat_MLN_1	Homo sapiens	blood	T cell	1	T-cell childhood acute lymphocytic leukemia	cell line	Pevonedistat	14Y	male	Jurkat	CVCL_0065	Jurkat	blood	Roswell Park Memorial Institute 1640 Medium	N8C_Fab3b	1 uM	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_Jurkat_MLN_1	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_Jurkat_MLN_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	Jurkat	2 hour	not available	Pevonedistat
CellLinePanel_Jurkat_MLN_2	Homo sapiens	blood	T cell	2	T-cell childhood acute lymphocytic leukemia	cell line	Pevonedistat	14Y	male	Jurkat	CVCL_0065	Jurkat	blood	Roswell Park Memorial Institute 1640 Medium	N8C_Fab3b	1 uM	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_Jurkat_MLN_2	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_Jurkat_MLN_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	Jurkat	2 hour	not available	Pevonedistat
CellLinePanel_Jurkat_MLN_3	Homo sapiens	blood	T cell	3	T-cell childhood acute lymphocytic leukemia	cell line	Pevonedistat	14Y	male	Jurkat	CVCL_0065	Jurkat	blood	Roswell Park Memorial Institute 1640 Medium	N8C_Fab3b	1 uM	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_Jurkat_MLN_3	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_Jurkat_MLN_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	Jurkat	2 hour	not available	Pevonedistat
CellLinePanel_SKNAS_DMSO_1	Homo sapiens	peripheral nervous system	not available	1	neuroblastoma	cell line	Dimethyl Sulfoxide	6Y	female	SK-N-AS	CVCL_1700	SK-N-AS	bone marrow	Dulbecco's Modified Eagle Medium	N8C_Fab3b	not available	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_SKNAS_DMSO_1	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_SKNAS_DMSO_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SK-N-AS	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_SKNAS_DMSO_2	Homo sapiens	peripheral nervous system	not available	2	neuroblastoma	cell line	Dimethyl Sulfoxide	6Y	female	SK-N-AS	CVCL_1700	SK-N-AS	bone marrow	Dulbecco's Modified Eagle Medium	N8C_Fab3b	not available	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_SKNAS_DMSO_2	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_SKNAS_DMSO_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SK-N-AS	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_SKNAS_DMSO_3	Homo sapiens	peripheral nervous system	not available	3	neuroblastoma	cell line	Dimethyl Sulfoxide	6Y	female	SK-N-AS	CVCL_1700	SK-N-AS	bone marrow	Dulbecco's Modified Eagle Medium	N8C_Fab3b	not available	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_SKNAS_DMSO_3	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_SKNAS_DMSO_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SK-N-AS	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_SKNAS_MLN_1	Homo sapiens	peripheral nervous system	not available	1	neuroblastoma	cell line	Pevonedistat	6Y	female	SK-N-AS	CVCL_1700	SK-N-AS	bone marrow	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_SKNAS_MLN_1	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_SKNAS_MLN_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SK-N-AS	2 hour	not available	Pevonedistat
CellLinePanel_SKNAS_MLN_2	Homo sapiens	peripheral nervous system	not available	2	neuroblastoma	cell line	Pevonedistat	6Y	female	SK-N-AS	CVCL_1700	SK-N-AS	bone marrow	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_SKNAS_MLN_2	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_SKNAS_MLN_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SK-N-AS	2 hour	not available	Pevonedistat
CellLinePanel_SKNAS_MLN_3	Homo sapiens	peripheral nervous system	not available	3	neuroblastoma	cell line	Pevonedistat	6Y	female	SK-N-AS	CVCL_1700	SK-N-AS	bone marrow	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_SKNAS_MLN_3	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_SKNAS_MLN_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SK-N-AS	2 hour	not available	Pevonedistat
CellLinePanel_SKOV3_DMSO_1	Homo sapiens	ovary	not available	1	ovarian serous cystadenocarcinoma	cell line	Dimethyl Sulfoxide	64Y	female	SKOV3	CVCL_0532	SK-OV-3	ascitic fluid	McCoy's 5A (modified) Medium	N8C_Fab3b	not available	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_SKOV3_DMSO_1	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_SKOV3_DMSO_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SKOV3	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_SKOV3_DMSO_2	Homo sapiens	ovary	not available	2	ovarian serous cystadenocarcinoma	cell line	Dimethyl Sulfoxide	64Y	female	SKOV3	CVCL_0532	SK-OV-3	ascitic fluid	McCoy's 5A (modified) Medium	N8C_Fab3b	not available	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_SKOV3_DMSO_2	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_SKOV3_DMSO_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SKOV3	2 hour	not available	Dimethyl Sulfoxide
