source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[individual]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[biorepository]	characteristics[culture medium]	characteristics[passage number]	characteristics[sample storage temperature]	characteristics[material type]	characteristics[mass]	characteristics[spiked compound]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms2 scan range]	comment[elution conditions]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[associated data file]	comment[associated file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[spiked compound]	factor value[mass]
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 25	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	5	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_5_E7_01_2595.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 26	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	6	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_6_F7_01_2596.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 27	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	7	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_7_G7_01_2597.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 28	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	8	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_8_H7_01_2598.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 29	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_9_A8_01_2599.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 30	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	10	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_10_B8_01_2600.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 31	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	11	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_11_C8_01_2601.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 32	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	12	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_12_D8_01_2602.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 33	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	13	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_13_E8_01_2603.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 34	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	14	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_14_F8_01_2604.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 35	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	15	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_15_G8_01_2605.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 36	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	16	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_16_H8_01_2606.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
HeLa_200ng_120min_hpHRP	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa S3 cell	CVCL_0058	HeLa S3	anonymized	30Y6M	female	African American or Afro-Caribbean ancestry	adult	ATCC	Dulbecco's Modified Eagle Medium	not available	-80 °C	cell line	200 ng	not applicable	not pooled	1	run 37	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	52 eV;47 eV;42 eV;37 eV;32 eV	NT=time-of-flight;AC=MS:1000084	20 ppm	40 ppm	100m/z-1700m/z	100m/z-1700m/z	EASY-nLC 1200; 50 cm x 75 um i.d. C18 column (1.9 um) at 60 C; 400 nL/min; 120 min gradient 7.5-27.5% B (60 min), 37.5% B (30 min), 55% B (10 min); TIMS ramp and accumulation time 100 ms; 10 PASEF MS/MS scans per acquisition cycle; precursor target intensity 20000 a.u.	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	17	1	20180631_TIMS2_12-2_AnBr_SA_200ng_HeLa_50cm_100ms_11CT_120min_Fraction_17_A9_01_2607.d	HeLa_Fractions_raw.zip	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD010012/HeLa_Fractions_raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	200 ng
