source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[environmental medium]	characteristics[host organism]	characteristics[host disease status]	characteristics[host subject id]	characteristics[host body product]	characteristics[gastrointestinal tract disorder]	characteristics[antibiotic treatment]	characteristics[perturbation]	characteristics[microbiome source]	characteristics[project name]	characteristics[geographic location]	characteristics[sample collection method]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms min mz]	comment[ms max mz]	comment[ms min rt]	comment[ms max rt]	comment[sample preparation batch]	comment[elution conditions]	comment[sample storage temperature]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[perturbation]
PR-H-48h_rep1_P2D09	PR-H-48h_rep1_P2D09	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	paracetamol (13200 µM, high dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	1	run P2D09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2D09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	paracetamol (13200 µM, high dose)
CP-M-48h_rep1_P2D10	CP-M-48h_rep1_P2D10	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	ciprofloxacin (500 µM, medium dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	1	run P2D10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2D10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	ciprofloxacin (500 µM, medium dose)
NC-DMSO-48h_rep2_P2D11	NC-DMSO-48h_rep2_P2D11	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	DMSO vehicle (5% v/v, negative control)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	negative control	2	run P2D11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2D11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	DMSO vehicle (5% v/v, negative control)
CP-M-48h_rep2_P2D12	CP-M-48h_rep2_P2D12	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	ciprofloxacin (500 µM, medium dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	2	run P2D12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2D12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	ciprofloxacin (500 µM, medium dose)
AZ-L-48h_rep2_P2E07	AZ-L-48h_rep2_P2E07	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	azathioprine (100 µM, low dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	2	run P2E07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2E07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	azathioprine (100 µM, low dose)
AZ-H-48h_rep1_P2E08	AZ-H-48h_rep1_P2E08	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	azathioprine (2700 µM, high dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	1	run P2E08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2E08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	azathioprine (2700 µM, high dose)
CP-L-48h_rep2_P2E09	CP-L-48h_rep2_P2E09	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	ciprofloxacin (100 µM, low dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	2	run P2E09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2E09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	ciprofloxacin (100 µM, low dose)
PR-L-48h_rep2_P2E10	PR-L-48h_rep2_P2E10	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	paracetamol (100 µM, low dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	2	run P2E10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2E10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	paracetamol (100 µM, low dose)
PR-M-48h_rep3_P2E11	PR-M-48h_rep3_P2E11	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	paracetamol (500 µM, medium dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	3	run P2E11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2E11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	paracetamol (500 µM, medium dose)
NZ-M-48h_rep2_P2E12	NZ-M-48h_rep2_P2E12	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	nizatidine (500 µM, medium dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	2	run P2E12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2E12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	nizatidine (500 µM, medium dose)
NZ-L-48h_rep1_P2F07	NZ-L-48h_rep1_P2F07	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	nizatidine (100 µM, low dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	1	run P2F07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2F07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	nizatidine (100 µM, low dose)
DC-L-48h_rep2_P2F08	DC-L-48h_rep2_P2F08	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	diclofenac (100 µM, low dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	2	run P2F08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2F08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	diclofenac (100 µM, low dose)
AZ-L-48h_rep3_P2F09	AZ-L-48h_rep3_P2F09	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	azathioprine (100 µM, low dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	3	run P2F09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2F09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	azathioprine (100 µM, low dose)
AZ-H-48h_rep2_P2F10	AZ-H-48h_rep2_P2F10	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	azathioprine (2700 µM, high dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	2	run P2F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	azathioprine (2700 µM, high dose)
NZ-M-48h_rep1_P2F11	NZ-M-48h_rep1_P2F11	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	nizatidine (500 µM, medium dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	1	run P2F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	nizatidine (500 µM, medium dose)
NZ-L-48h_rep2_P2F12	NZ-L-48h_rep2_P2F12	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	nizatidine (100 µM, low dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	2	run P2F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	nizatidine (100 µM, low dose)
DC-L-48h_rep3_P2G07	DC-L-48h_rep3_P2G07	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	diclofenac (100 µM, low dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	3	run P2G07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2G07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	diclofenac (100 µM, low dose)
CP-L-48h_rep3_P2G08	CP-L-48h_rep3_P2G08	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	ciprofloxacin (100 µM, low dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	3	run P2G08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2G08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	ciprofloxacin (100 µM, low dose)
DC-H-48h_rep3_P2G09	DC-H-48h_rep3_P2G09	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	diclofenac (3100 µM, high dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	3	run P2G09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2G09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	diclofenac (3100 µM, high dose)
PR-H-48h_rep2_P2G10	PR-H-48h_rep2_P2G10	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	paracetamol (13200 µM, high dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	2	run P2G10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2G10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	paracetamol (13200 µM, high dose)
CP-H-48h_rep2_P2G11	CP-H-48h_rep2_P2G11	human gut metagenome	feces	feces	Homo sapiens	normal	anonymized	stool	none	none	ciprofloxacin (1100 µM, high dose)	gut microbiome	Effects_of_5_drugs_on_the_human_gut_microbiome	Canada	fecal collection into anaerobic deoxygenated PBS with glycerol and L-cysteine hydrochloride	study sample	2	run P2G11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	30 NCE	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	1	1	4.5 ppm	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	350m/z	1400m/z	0	60	P2	0.1% formic acid in water (buffer A); 0.1% formic acid in 80% acetonitrile (buffer B); linear gradient 5-35% B over 60 min	-80 °C	P2G11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	ciprofloxacin (1100 µM, high dose)
