source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[environmental medium]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[host disease status]
Pool_DCH	Pool_DCH	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCH_fxn04	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	4	Pool_DCH_fxn04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCH	Pool_DCH	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCH_fxn05	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	5	Pool_DCH_fxn05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCH	Pool_DCH	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCH_fxn06	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	6	Pool_DCH_fxn06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCH	Pool_DCH	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCH_fxn07	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	7	Pool_DCH_fxn07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCH	Pool_DCH	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCH_fxn08	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	8	Pool_DCH_fxn08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCH	Pool_DCH	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCH_fxn09	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	9	Pool_DCH_fxn09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCH	Pool_DCH	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCH_fxn10	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	10	Pool_DCH_fxn10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCL	Pool_DCL	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCL_fxn01	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	Pool_DCL_fxn01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCL	Pool_DCL	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCL_fxn02	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	2	Pool_DCL_fxn02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCL	Pool_DCL	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCL_fxn03	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	3	Pool_DCL_fxn03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCL	Pool_DCL	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCL_fxn04	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	4	Pool_DCL_fxn04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCL	Pool_DCL	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCL_fxn05	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	5	Pool_DCL_fxn05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCL	Pool_DCL	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCL_fxn06	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	6	Pool_DCL_fxn06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCL	Pool_DCL	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCL_fxn07	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	7	Pool_DCL_fxn07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCL	Pool_DCL	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCL_fxn08	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	8	Pool_DCL_fxn08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCL	Pool_DCL	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCL_fxn09	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	9	Pool_DCL_fxn09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
Pool_DCL	Pool_DCL	human lung metagenome	not applicable	not applicable	not available	bronchoalveolar lavage fluid	lung microbiome	Homo sapiens	lung	not available	1	Pool_DCL_fxn10	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	10	Pool_DCL_fxn10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	not available
