source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[material type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[genotype]	characteristics[diet]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]	factor value[diet]
Ldlr_liver_3mo_RD_Input	Mus musculus	liver	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	chow	Input	1	01_DP_Mouse_3months_liver_Input_RD_full_1	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	3	1	01_DP_Mouse_3months_liver_Input_RD_full_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	liver	chow
Ldlr_aorta_6mo_RD_ADPr_FAIMS-85	Mus musculus	aorta	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	chow	ADPr	3	01_DP_FAIMS_-85_6mo_RD_mAorta_ADPr_mz400-600_30min_3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	3	1	01_DP_FAIMS_-85_6mo_RD_mAorta_ADPr_mz400-600_30min_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	aorta	chow
Ldlr_aorta_6mo_RD_Input	Mus musculus	aorta	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	chow	Input	2	01_DP_Mouse_6months_Aorta_Input_RD_mz700-1100_2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	2	1	01_DP_Mouse_6months_Aorta_Input_RD_mz700-1100_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	aorta	chow
Ldlr_liver_3mo_HD_Input	Mus musculus	liver	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	high-fat diet	Input	3	01_DP_Mouse_3months_liver_Input_HD_full_3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	3	1	01_DP_Mouse_3months_liver_Input_HD_full_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	liver	high-fat diet
Ldlr_aorta_6mo_RD_ADPr_FAIMS-85	Mus musculus	aorta	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	chow	ADPr	2	01_DP_FAIMS_-85_6mo_RD_mAorta_ADPr_mz400-600_30min_2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	3	1	01_DP_FAIMS_-85_6mo_RD_mAorta_ADPr_mz400-600_30min_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	aorta	chow
Ldlr_aorta_3mo_RD_Input	Mus musculus	aorta	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	chow	Input	4	01_DP_Mouse_3months_Aorta_Input_RD_mz400-800_4	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	01_DP_Mouse_3months_Aorta_Input_RD_mz400-800_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	aorta	chow
Ldlr_liver_3mo_RD_Input	Mus musculus	liver	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	chow	Input	4	01_DP_Mouse_3months_liver_Input_RD_mz400-800_4	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	01_DP_Mouse_3months_liver_Input_RD_mz400-800_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	liver	chow
Ldlr_liver_6mo_RD_ADPr	Mus musculus	liver	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	chow	ADPr	6	01_DP_Mouse_6months_liver_ADPr_RD_full_6	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	3	1	01_DP_Mouse_6months_liver_ADPr_RD_full_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	liver	chow
Ldlr_aorta_6mo_RD_Input	Mus musculus	aorta	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	chow	Input	3	01_DP_Mouse_6months_Aorta_Input_RD_full_3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	3	1	01_DP_Mouse_6months_Aorta_Input_RD_full_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	aorta	chow
Ldlr_liver_6mo_HD_Input	Mus musculus	liver	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	high-fat diet	Input	5	01_DP_Mouse_6months_liver_Input_HD_full_5	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	3	1	01_DP_Mouse_6months_liver_Input_HD_full_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	liver	high-fat diet
Ldlr_liver_3mo_HD_ADPr	Mus musculus	liver	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	high-fat diet	ADPr	2	01_DP_Mouse_3months_liver_ADPr_HD_full_2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	3	1	01_DP_Mouse_3months_liver_ADPr_HD_full_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	liver	high-fat diet
Ldlr_aorta_6mo_RD_ADPr_FAIMS-65	Mus musculus	aorta	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	chow	ADPr	3	01_DP_FAIMS_-65_6mo_RD_mAorta_ADPr_mz800-1000_30min_3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	01_DP_FAIMS_-65_6mo_RD_mAorta_ADPr_mz800-1000_30min_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	aorta	chow
Ldlr_aorta_6mo_RD_Input	Mus musculus	aorta	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	chow	Input	2	01_DP_Mouse_6months_Aorta_Input_RD_full_2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	3	1	01_DP_Mouse_6months_Aorta_Input_RD_full_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	aorta	chow
Ldlr_aorta_6mo_HFD_Input	Mus musculus	aorta	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	high-fat diet	Input	3	01_DP_Mouse_6months_Aorta_Input_HFD_full_3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	3	1	01_DP_Mouse_6months_Aorta_Input_HFD_full_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	aorta	high-fat diet
Ldlr_liver_6mo_RD_ADPr	Mus musculus	liver	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	chow	ADPr	2	01_DP_Mouse_6months_liver_ADPr_RD_full_2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	3	1	01_DP_Mouse_6months_liver_ADPr_RD_full_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	liver	chow
Ldlr_aorta_6mo_HFD_ADPr_FAIMS-75	Mus musculus	aorta	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	high-fat diet	ADPr	2	01_DP_FAIMS_-75_6mo_HFD_mAorta_ADPr_mz600-800_30min_2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	2	1	01_DP_FAIMS_-75_6mo_HFD_mAorta_ADPr_mz600-800_30min_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	aorta	high-fat diet
Ldlr_liver_6mo_HD_Input	Mus musculus	liver	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	high-fat diet	Input	5	01_DP_Mouse_6months_liver_Input_HD_mz700-1100_5	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	2	1	01_DP_Mouse_6months_liver_Input_HD_mz700-1100_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	liver	high-fat diet
Ldlr_liver_3mo_RD_ADPr	Mus musculus	liver	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	chow	ADPr	1	01_DP_Mouse_3months_liver_ADPr_RD_mz700-1100_1	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	2	1	01_DP_Mouse_3months_liver_ADPr_RD_mz700-1100_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	liver	chow
Ldlr_liver_6mo_HD_Input	Mus musculus	liver	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	high-fat diet	Input	6	01_DP_Mouse_6months_liver_Input_HD_mz700-1100_6	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	2	1	01_DP_Mouse_6months_liver_Input_HD_mz700-1100_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	liver	high-fat diet
Ldlr_aorta_3mo_HFD_ADPr_FAIMS-75	Mus musculus	aorta	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	high-fat diet	ADPr	3	01_DP_FAIMS_-75_3mo_HFD_mAorta_ADPr_mz600-800_30min_3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	2	1	01_DP_FAIMS_-75_3mo_HFD_mAorta_ADPr_mz600-800_30min_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	aorta	high-fat diet
Ldlr_aorta_6mo_RD_Input	Mus musculus	aorta	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	chow	Input	3	01_DP_Mouse_6months_Aorta_Input_RD_mz700-1100_3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	2	1	01_DP_Mouse_6months_Aorta_Input_RD_mz700-1100_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	aorta	chow
Ldlr_aorta_6mo_RD_ADPr_FAIMS-65	Mus musculus	aorta	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	chow	ADPr	2	01_DP_FAIMS_-65_6mo_RD_mAorta_ADPr_mz800-1000_30min_2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	01_DP_FAIMS_-65_6mo_RD_mAorta_ADPr_mz800-1000_30min_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	aorta	chow
Ldlr_liver_3mo_HD_Input	Mus musculus	liver	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	high-fat diet	Input	2	01_DP_Mouse_3months_liver_Input_HD_full_2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	3	1	01_DP_Mouse_3months_liver_Input_HD_full_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	liver	high-fat diet
Ldlr_liver_3mo_HD_Input	Mus musculus	liver	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	high-fat diet	Input	6	01_DP_Mouse_3months_liver_Input_HD_mz400-800_6	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	01_DP_Mouse_3months_liver_Input_HD_mz400-800_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	liver	high-fat diet
Ldlr_aorta_3mo_HFD_Input	Mus musculus	aorta	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	high-fat diet	Input	4	01_DP_Mouse_3months_Aorta_Input_HFD_full_4	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	3	1	01_DP_Mouse_3months_Aorta_Input_HFD_full_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	aorta	high-fat diet
Ldlr_aorta_6mo_HFD_Input	Mus musculus	aorta	not applicable	tissue	atherosclerosis	adult	not available	C57BL/6	Ldlr knockout	high-fat diet	Input	2	01_DP_Mouse_6months_Aorta_Input_HFD_mz700-1100_2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	2	1	01_DP_Mouse_6months_Aorta_Input_HFD_mz700-1100_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	aorta	high-fat diet
