source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[quenching reagent]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[labeling direction]
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_CID_R8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_CID_R8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_CID_R8.raw	1	MS191930_R8	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	collision-induced dissociation	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_HCD_R8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_HCD_R8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_HCD_R8.raw	1	MS191930_R8	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	AC=MS:1000422;NT=HCD	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_CID_R9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_CID_R9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_CID_R9.raw	1	MS191930_R9	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	collision-induced dissociation	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_HCD_R9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_HCD_R9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_HCD_R9.raw	1	MS191930_R9	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	AC=MS:1000422;NT=HCD	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_CID_R10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_CID_R10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_CID_R10.raw	1	MS191930_R10	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	collision-induced dissociation	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_HCD_R10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_HCD_R10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_HCD_R10.raw	1	MS191930_R10	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	AC=MS:1000422;NT=HCD	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_CID_R11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_CID_R11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_CID_R11.raw	1	MS191930_R11	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	collision-induced dissociation	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_HCD_R11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_HCD_R11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_HCD_R11.raw	1	MS191930_R11	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	AC=MS:1000422;NT=HCD	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_CID_R12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_CID_R12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_CID_R12.raw	1	MS191930_R12	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	collision-induced dissociation	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_HCD_R12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_HCD_R12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_HCD_R12.raw	1	MS191930_R12	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	AC=MS:1000422;NT=HCD	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_CID_R13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_CID_R13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_CID_R13.raw	1	MS191930_R13	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	collision-induced dissociation	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_HCD_R13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_HCD_R13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_HCD_R13.raw	1	MS191930_R13	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	AC=MS:1000422;NT=HCD	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_CID_R14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_CID_R14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_CID_R14.raw	1	MS191930_R14	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	collision-induced dissociation	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_HCD_R14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_HCD_R14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_HCD_R14.raw	1	MS191930_R14	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	AC=MS:1000422;NT=HCD	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_CID_R15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_CID_R15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_CID_R15.raw	1	MS191930_R15	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	collision-induced dissociation	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_HCD_R15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_HCD_R15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_HCD_R15.raw	1	MS191930_R15	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	AC=MS:1000422;NT=HCD	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_CID_R16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_CID_R16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_CID_R16.raw	1	MS191930_R16	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	collision-induced dissociation	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_HCD_R16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_HCD_R16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_HCD_R16.raw	1	MS191930_R16	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	AC=MS:1000422;NT=HCD	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_CID_R17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_CID_R17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_CID_R17.raw	1	MS191930_R17	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	collision-induced dissociation	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
Soybean nucleus interactome bio-replicate 5 reverse dimethyl label swap	Glycine max	hypocotyl	plant cell	not applicable	5	tissue	not available	streptavidin enrichment	not available	not available	not available	MS191930_HCD_R17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	MS191930_HCD_R17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD034796/MS191930_HCD_R17.raw	1	MS191930_R17	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Dimethyl-Heavy;AC=UNIMOD:330;TA=K;MT=Variable	AC=MS:1000422;NT=HCD	not available	10 ppm	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=formaldehyde;AC=XLMOD:02006	streptavidin enrichment	0.2% formaldehyde; 5 mM CBDPS	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=plants;VV=v1.1.0	reverse dimethyl label swap
