source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
200131_V2_PM3_PM_DS_POMPU_2018_5_06	200131_V2_PM3_PM_DS_POMPU_2018_5_06	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200131_V2_PM3_PM_DS_POMPU_2018_5_06	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200131_V2_PM3_PM_DS_POMPU_2018_5_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200131_V2_PM3_PM_DS_POMPU_2018_5_13	200131_V2_PM3_PM_DS_POMPU_2018_5_13	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200131_V2_PM3_PM_DS_POMPU_2018_5_13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200131_V2_PM3_PM_DS_POMPU_2018_5_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200131_V2_PM3_PM_DS_POMPU_2018_5_14	200131_V2_PM3_PM_DS_POMPU_2018_5_14	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200131_V2_PM3_PM_DS_POMPU_2018_5_14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200131_V2_PM3_PM_DS_POMPU_2018_5_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200131_V2_PM3_PM_DS_POMPU_2018_5_20	200131_V2_PM3_PM_DS_POMPU_2018_5_20	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200131_V2_PM3_PM_DS_POMPU_2018_5_20	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200131_V2_PM3_PM_DS_POMPU_2018_5_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200201_V2_PM3_PM_DS_POMPU_2018_6_04	200201_V2_PM3_PM_DS_POMPU_2018_6_04	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200201_V2_PM3_PM_DS_POMPU_2018_6_04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200201_V2_PM3_PM_DS_POMPU_2018_6_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200201_V2_PM3_PM_DS_POMPU_2018_6_14	200201_V2_PM3_PM_DS_POMPU_2018_6_14	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200201_V2_PM3_PM_DS_POMPU_2018_6_14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200201_V2_PM3_PM_DS_POMPU_2018_6_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200201_V2_PM3_PM_DS_POMPU_2018_6_15	200201_V2_PM3_PM_DS_POMPU_2018_6_15	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200201_V2_PM3_PM_DS_POMPU_2018_6_15	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200201_V2_PM3_PM_DS_POMPU_2018_6_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200201_V2_PM3_PM_DS_POMPU_2018_6_17	200201_V2_PM3_PM_DS_POMPU_2018_6_17	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200201_V2_PM3_PM_DS_POMPU_2018_6_17	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200201_V2_PM3_PM_DS_POMPU_2018_6_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200206_V2_PM3_PM_DS_POMPU_2018_7_03	200206_V2_PM3_PM_DS_POMPU_2018_7_03	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200206_V2_PM3_PM_DS_POMPU_2018_7_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200206_V2_PM3_PM_DS_POMPU_2018_7_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200206_V2_PM3_PM_DS_POMPU_2018_7_11	200206_V2_PM3_PM_DS_POMPU_2018_7_11	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200206_V2_PM3_PM_DS_POMPU_2018_7_11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200206_V2_PM3_PM_DS_POMPU_2018_7_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200206_V2_PM3_PM_DS_POMPU_2018_7_14	200206_V2_PM3_PM_DS_POMPU_2018_7_14	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200206_V2_PM3_PM_DS_POMPU_2018_7_14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200206_V2_PM3_PM_DS_POMPU_2018_7_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200206_V2_PM3_PM_DS_POMPU_2018_7_16	200206_V2_PM3_PM_DS_POMPU_2018_7_16	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200206_V2_PM3_PM_DS_POMPU_2018_7_16	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200206_V2_PM3_PM_DS_POMPU_2018_7_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200206_V2_PM3_PM_DS_POMPU_2018_7_18	200206_V2_PM3_PM_DS_POMPU_2018_7_18	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200206_V2_PM3_PM_DS_POMPU_2018_7_18	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200206_V2_PM3_PM_DS_POMPU_2018_7_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200208_V2_PM3_PM_DS_POMPU_2018_8_02	200208_V2_PM3_PM_DS_POMPU_2018_8_02	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200208_V2_PM3_PM_DS_POMPU_2018_8_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200208_V2_PM3_PM_DS_POMPU_2018_8_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200208_V2_PM3_PM_DS_POMPU_2018_8_03	200208_V2_PM3_PM_DS_POMPU_2018_8_03	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200208_V2_PM3_PM_DS_POMPU_2018_8_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200208_V2_PM3_PM_DS_POMPU_2018_8_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200208_V2_PM3_PM_DS_POMPU_2018_8_09	200208_V2_PM3_PM_DS_POMPU_2018_8_09	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200208_V2_PM3_PM_DS_POMPU_2018_8_09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200208_V2_PM3_PM_DS_POMPU_2018_8_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200208_V2_PM3_PM_DS_POMPU_2018_8_11	200208_V2_PM3_PM_DS_POMPU_2018_8_11	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200208_V2_PM3_PM_DS_POMPU_2018_8_11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200208_V2_PM3_PM_DS_POMPU_2018_8_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200210_V2_PM3_PM_DS_POMPU_2018_9_14	200210_V2_PM3_PM_DS_POMPU_2018_9_14	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200210_V2_PM3_PM_DS_POMPU_2018_9_14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200210_V2_PM3_PM_DS_POMPU_2018_9_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200210_V2_PM3_PM_DS_POMPU_2018_9_15	200210_V2_PM3_PM_DS_POMPU_2018_9_15	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200210_V2_PM3_PM_DS_POMPU_2018_9_15	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200210_V2_PM3_PM_DS_POMPU_2018_9_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200210_V2_PM3_PM_DS_POMPU_2018_9_16	200210_V2_PM3_PM_DS_POMPU_2018_9_16	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200210_V2_PM3_PM_DS_POMPU_2018_9_16	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200210_V2_PM3_PM_DS_POMPU_2018_9_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200212_V2_PM3_PM_DS_POMPU_2018_10_02	200212_V2_PM3_PM_DS_POMPU_2018_10_02	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200212_V2_PM3_PM_DS_POMPU_2018_10_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200212_V2_PM3_PM_DS_POMPU_2018_10_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200212_V2_PM3_PM_DS_POMPU_2018_10_04	200212_V2_PM3_PM_DS_POMPU_2018_10_04	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200212_V2_PM3_PM_DS_POMPU_2018_10_04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200212_V2_PM3_PM_DS_POMPU_2018_10_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200212_V2_PM3_PM_DS_POMPU_2018_10_09	200212_V2_PM3_PM_DS_POMPU_2018_10_09	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200212_V2_PM3_PM_DS_POMPU_2018_10_09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200212_V2_PM3_PM_DS_POMPU_2018_10_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200212_V2_PM3_PM_DS_POMPU_2018_10_10	200212_V2_PM3_PM_DS_POMPU_2018_10_10	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200212_V2_PM3_PM_DS_POMPU_2018_10_10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200212_V2_PM3_PM_DS_POMPU_2018_10_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200212_V2_PM3_PM_DS_POMPU_2018_10_11	200212_V2_PM3_PM_DS_POMPU_2018_10_11	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200212_V2_PM3_PM_DS_POMPU_2018_10_11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200212_V2_PM3_PM_DS_POMPU_2018_10_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200212_V2_PM3_PM_DS_POMPU_2018_10_13	200212_V2_PM3_PM_DS_POMPU_2018_10_13	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200212_V2_PM3_PM_DS_POMPU_2018_10_13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200212_V2_PM3_PM_DS_POMPU_2018_10_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200212_V2_PM3_PM_DS_POMPU_2018_10_18	200212_V2_PM3_PM_DS_POMPU_2018_10_18	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200212_V2_PM3_PM_DS_POMPU_2018_10_18	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200212_V2_PM3_PM_DS_POMPU_2018_10_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
