source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[fractionation method]	comment[reduction reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
AD1M_2_F5.zip	mus musculus	brain	not applicable	not available	1	AD1M_2_F5.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD1M_2_F5.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD1M_2_F5.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD6M_3_F9.zip	mus musculus	brain	not applicable	not available	1	AD6M_3_F9.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD6M_3_F9.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD6M_3_F9.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD6M_3_F7.zip	mus musculus	brain	not applicable	not available	1	AD6M_3_F7.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD6M_3_F7.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD6M_3_F7.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD6M_2_F4.zip	mus musculus	brain	not applicable	not available	1	AD6M_2_F4.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD6M_2_F4.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD6M_2_F4.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD3M_1_F2.zip	mus musculus	brain	not applicable	not available	1	AD3M_1_F2.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD3M_1_F2.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD3M_1_F2.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD6M_3_F10.zip	mus musculus	brain	not applicable	not available	1	AD6M_3_F10.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD6M_3_F10.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD6M_3_F10.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD1M_3_F3.zip	mus musculus	brain	not applicable	not available	1	AD1M_3_F3.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD1M_3_F3.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD1M_3_F3.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD3M_2_F3.zip	mus musculus	brain	not applicable	not available	1	AD3M_2_F3.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD3M_2_F3.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD3M_2_F3.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD1M_1_F2.zip	mus musculus	brain	not applicable	not available	1	AD1M_1_F2.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD1M_1_F2.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD1M_1_F2.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD3M_2_F6.zip	mus musculus	brain	not applicable	not available	1	AD3M_2_F6.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD3M_2_F6.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD3M_2_F6.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD6M_1_F3.zip	mus musculus	brain	not applicable	not available	1	AD6M_1_F3.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD6M_1_F3.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD6M_1_F3.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD3M_3_F5.zip	mus musculus	brain	not applicable	not available	1	AD3M_3_F5.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD3M_3_F5.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD3M_3_F5.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD3M_2_F10.zip	mus musculus	brain	not applicable	not available	1	AD3M_2_F10.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD3M_2_F10.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD3M_2_F10.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD3M_1_F8.zip	mus musculus	brain	not applicable	not available	1	AD3M_1_F8.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD3M_1_F8.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD3M_1_F8.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD1M_1_F6.zip	mus musculus	brain	not applicable	not available	1	AD1M_1_F6.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD1M_1_F6.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD1M_1_F6.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD1M_1_F1.zip	mus musculus	brain	not applicable	not available	1	AD1M_1_F1.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD1M_1_F1.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD1M_1_F1.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD1M_1_F8.zip	mus musculus	brain	not applicable	not available	1	AD1M_1_F8.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD1M_1_F8.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD1M_1_F8.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD6M_3_F3.zip	mus musculus	brain	not applicable	not available	1	AD6M_3_F3.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD6M_3_F3.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD6M_3_F3.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD6M_2_F3.zip	mus musculus	brain	not applicable	not available	1	AD6M_2_F3.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD6M_2_F3.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD6M_2_F3.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD1M_2_F3.zip	mus musculus	brain	not applicable	not available	1	AD1M_2_F3.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD1M_2_F3.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD1M_2_F3.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD6M_2_F6.zip	mus musculus	brain	not applicable	not available	1	AD6M_2_F6.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD6M_2_F6.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD6M_2_F6.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD3M_1_F4.zip	mus musculus	brain	not applicable	not available	1	AD3M_1_F4.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD3M_1_F4.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD3M_1_F4.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD6M_1_F9.zip	mus musculus	brain	not applicable	not available	1	AD6M_1_F9.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD6M_1_F9.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD6M_1_F9.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD6M_1_F1.zip	mus musculus	brain	not applicable	not available	1	AD6M_1_F1.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD6M_1_F1.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD6M_1_F1.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD6M_3_F1.zip	mus musculus	brain	not applicable	not available	1	AD6M_3_F1.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD6M_3_F1.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD6M_3_F1.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD6M_2_F10.zip	mus musculus	brain	not applicable	not available	1	AD6M_2_F10.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD6M_2_F10.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD6M_2_F10.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD3M_3_F9.zip	mus musculus	brain	not applicable	not available	1	AD3M_3_F9.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD3M_3_F9.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD3M_3_F9.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD1M_3_F9.zip	mus musculus	brain	not applicable	not available	1	AD1M_3_F9.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD1M_3_F9.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD1M_3_F9.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
AD3M_3_F4.zip	mus musculus	brain	not applicable	not available	1	AD3M_3_F4.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=tripletof 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.05 Da	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	AD3M_3_F4.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001292/AD3M_3_F4.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	brain
