source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[condition]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	characteristics[spiked compound]	assay name	technology type	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[study group]	comment[run role]	comment[acquisition branch]	comment[replicate provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[background cell line]	comment[spike amount basis]	comment[injected total peptide amount]	comment[original sample name]	comment[original acquisition]	comment[annotation source]	comment[annotation provenance]	factor value[condition]
PMC6944235_GS4	Mus musculus	not applicable	not available	not applicable	1	GS4	CT=protein;AC=P37840;QY=0.1 pmol	CT=protein;AC=P02754;QY=10 pmol	CT=protein;AC=P02671;QY=0.5 pmol	CT=protein;AC=P02675;QY=0.5 pmol	CT=protein;AC=P02679;QY=0.5 pmol	CT=protein;AC=P13006;QY=5 pmol	CT=protein;AC=P69905;QY=1 pmol	CT=protein;AC=P68871;QY=1 pmol	CT=protein;AC=P20261;QY=5 pmol	CT=protein;AC=P32946;QY=5 pmol	CT=protein;AC=P32947;QY=5 pmol	CT=protein;AC=P00698;QY=0.5 pmol	CT=protein;AC=P68082;QY=10 pmol	PXD012987_QExHF03806	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	4	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03806.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03806.raw	PMC6944235	spectral library	GS_IS_15	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_4d	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS4
PMC6944235_GS5	Mus musculus	not applicable	not available	not applicable	1	GS5	CT=protein;AC=P37840;QY=5 pmol	CT=protein;AC=P02754;QY=1 pmol	CT=protein;AC=P02671;QY=0.1 pmol	CT=protein;AC=P02675;QY=0.1 pmol	CT=protein;AC=P02679;QY=0.1 pmol	CT=protein;AC=P13006;QY=0.5 pmol	CT=protein;AC=P69905;QY=0.1 pmol	CT=protein;AC=P68871;QY=0.1 pmol	CT=protein;AC=P20261;QY=10 pmol	CT=protein;AC=P32946;QY=10 pmol	CT=protein;AC=P32947;QY=10 pmol	CT=protein;AC=P00698;QY=1 pmol	CT=protein;AC=P68082;QY=0.5 pmol	PXD012987_QExHF03808	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	4	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03808.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03808.raw	PMC6944235	spectral library	GS_IS_15	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_5d	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS5
PMC6944235_GS1	Mus musculus	not applicable	not available	not applicable	1	GS1	CT=protein;AC=P37840;QY=1 pmol	CT=protein;AC=P02754;QY=0.5 pmol	CT=protein;AC=P02671;QY=10 pmol	CT=protein;AC=P02675;QY=10 pmol	CT=protein;AC=P02679;QY=10 pmol	CT=protein;AC=P13006;QY=0.1 pmol	CT=protein;AC=P69905;QY=0.5 pmol	CT=protein;AC=P68871;QY=0.5 pmol	CT=protein;AC=P20261;QY=0.1 pmol	CT=protein;AC=P32946;QY=0.1 pmol	CT=protein;AC=P32947;QY=0.1 pmol	CT=protein;AC=P00698;QY=5 pmol	CT=protein;AC=P68082;QY=1 pmol	PXD012987_QExHF03810	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	5	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03810.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03810.raw	PMC6944235	spectral library	GS_IS_15	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_1e	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS1
PMC6944235_GS2	Mus musculus	not applicable	not available	not applicable	1	GS2	CT=protein;AC=P37840;QY=10 pmol	CT=protein;AC=P02754;QY=0.1 pmol	CT=protein;AC=P02671;QY=5 pmol	CT=protein;AC=P02675;QY=5 pmol	CT=protein;AC=P02679;QY=5 pmol	CT=protein;AC=P13006;QY=1 pmol	CT=protein;AC=P69905;QY=5 pmol	CT=protein;AC=P68871;QY=5 pmol	CT=protein;AC=P20261;QY=0.5 pmol	CT=protein;AC=P32946;QY=0.5 pmol	CT=protein;AC=P32947;QY=0.5 pmol	CT=protein;AC=P00698;QY=10 pmol	CT=protein;AC=P68082;QY=0.1 pmol	PXD012987_QExHF03812	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	5	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03812.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03812.raw	PMC6944235	spectral library	GS_IS_15	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_2e	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS2
PMC6944235_GS3	Mus musculus	not applicable	not available	not applicable	1	GS3	CT=protein;AC=P37840;QY=0.5 pmol	CT=protein;AC=P02754;QY=5 pmol	CT=protein;AC=P02671;QY=1 pmol	CT=protein;AC=P02675;QY=1 pmol	CT=protein;AC=P02679;QY=1 pmol	CT=protein;AC=P13006;QY=10 pmol	CT=protein;AC=P69905;QY=10 pmol	CT=protein;AC=P68871;QY=10 pmol	CT=protein;AC=P20261;QY=1 pmol	CT=protein;AC=P32946;QY=1 pmol	CT=protein;AC=P32947;QY=1 pmol	CT=protein;AC=P00698;QY=0.1 pmol	CT=protein;AC=P68082;QY=5 pmol	PXD012987_QExHF03814	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	5	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03814.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03814.raw	PMC6944235	spectral library	GS_IS_15	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_3e	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS3
PMC6944235_GS4	Mus musculus	not applicable	not available	not applicable	1	GS4	CT=protein;AC=P37840;QY=0.1 pmol	CT=protein;AC=P02754;QY=10 pmol	CT=protein;AC=P02671;QY=0.5 pmol	CT=protein;AC=P02675;QY=0.5 pmol	CT=protein;AC=P02679;QY=0.5 pmol	CT=protein;AC=P13006;QY=5 pmol	CT=protein;AC=P69905;QY=1 pmol	CT=protein;AC=P68871;QY=1 pmol	CT=protein;AC=P20261;QY=5 pmol	CT=protein;AC=P32946;QY=5 pmol	CT=protein;AC=P32947;QY=5 pmol	CT=protein;AC=P00698;QY=0.5 pmol	CT=protein;AC=P68082;QY=10 pmol	PXD012987_QExHF03816	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	5	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03816.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03816.raw	PMC6944235	spectral library	GS_IS_15	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_4e	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS4
PMC6944235_GS5	Mus musculus	not applicable	not available	not applicable	1	GS5	CT=protein;AC=P37840;QY=5 pmol	CT=protein;AC=P02754;QY=1 pmol	CT=protein;AC=P02671;QY=0.1 pmol	CT=protein;AC=P02675;QY=0.1 pmol	CT=protein;AC=P02679;QY=0.1 pmol	CT=protein;AC=P13006;QY=0.5 pmol	CT=protein;AC=P69905;QY=0.1 pmol	CT=protein;AC=P68871;QY=0.1 pmol	CT=protein;AC=P20261;QY=10 pmol	CT=protein;AC=P32946;QY=10 pmol	CT=protein;AC=P32947;QY=10 pmol	CT=protein;AC=P00698;QY=1 pmol	CT=protein;AC=P68082;QY=0.5 pmol	PXD012987_QExHF03818	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	5	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03818.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03818.raw	PMC6944235	spectral library	GS_IS_15	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_5e	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS5
PMC6944235_GS1	Mus musculus	not applicable	not available	not applicable	1	GS1	CT=protein;AC=P37840;QY=1 pmol	CT=protein;AC=P02754;QY=0.5 pmol	CT=protein;AC=P02671;QY=10 pmol	CT=protein;AC=P02675;QY=10 pmol	CT=protein;AC=P02679;QY=10 pmol	CT=protein;AC=P13006;QY=0.1 pmol	CT=protein;AC=P69905;QY=0.5 pmol	CT=protein;AC=P68871;QY=0.5 pmol	CT=protein;AC=P20261;QY=0.1 pmol	CT=protein;AC=P32946;QY=0.1 pmol	CT=protein;AC=P32947;QY=0.1 pmol	CT=protein;AC=P00698;QY=5 pmol	CT=protein;AC=P68082;QY=1 pmol	PXD012987_QExHF03820	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	6	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03820.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03820.raw	PMC6944235	spectral library	GS_IS_15	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_1f	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS1
PMC6944235_GS2	Mus musculus	not applicable	not available	not applicable	1	GS2	CT=protein;AC=P37840;QY=10 pmol	CT=protein;AC=P02754;QY=0.1 pmol	CT=protein;AC=P02671;QY=5 pmol	CT=protein;AC=P02675;QY=5 pmol	CT=protein;AC=P02679;QY=5 pmol	CT=protein;AC=P13006;QY=1 pmol	CT=protein;AC=P69905;QY=5 pmol	CT=protein;AC=P68871;QY=5 pmol	CT=protein;AC=P20261;QY=0.5 pmol	CT=protein;AC=P32946;QY=0.5 pmol	CT=protein;AC=P32947;QY=0.5 pmol	CT=protein;AC=P00698;QY=10 pmol	CT=protein;AC=P68082;QY=0.1 pmol	PXD012987_QExHF03822	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	6	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03822.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03822.raw	PMC6944235	spectral library	GS_IS_15	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_2f	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS2
PMC6944235_GS3	Mus musculus	not applicable	not available	not applicable	1	GS3	CT=protein;AC=P37840;QY=0.5 pmol	CT=protein;AC=P02754;QY=5 pmol	CT=protein;AC=P02671;QY=1 pmol	CT=protein;AC=P02675;QY=1 pmol	CT=protein;AC=P02679;QY=1 pmol	CT=protein;AC=P13006;QY=10 pmol	CT=protein;AC=P69905;QY=10 pmol	CT=protein;AC=P68871;QY=10 pmol	CT=protein;AC=P20261;QY=1 pmol	CT=protein;AC=P32946;QY=1 pmol	CT=protein;AC=P32947;QY=1 pmol	CT=protein;AC=P00698;QY=0.1 pmol	CT=protein;AC=P68082;QY=5 pmol	PXD012987_QExHF03824	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	6	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03824.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03824.raw	PMC6944235	spectral library	GS_IS_15	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_3f	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS3
PMC6944235_GS4	Mus musculus	not applicable	not available	not applicable	1	GS4	CT=protein;AC=P37840;QY=0.1 pmol	CT=protein;AC=P02754;QY=10 pmol	CT=protein;AC=P02671;QY=0.5 pmol	CT=protein;AC=P02675;QY=0.5 pmol	CT=protein;AC=P02679;QY=0.5 pmol	CT=protein;AC=P13006;QY=5 pmol	CT=protein;AC=P69905;QY=1 pmol	CT=protein;AC=P68871;QY=1 pmol	CT=protein;AC=P20261;QY=5 pmol	CT=protein;AC=P32946;QY=5 pmol	CT=protein;AC=P32947;QY=5 pmol	CT=protein;AC=P00698;QY=0.5 pmol	CT=protein;AC=P68082;QY=10 pmol	PXD012987_QExHF03826	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	6	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03826.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03826.raw	PMC6944235	spectral library	GS_IS_15	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_4f	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS4
PMC6944235_GS5	Mus musculus	not applicable	not available	not applicable	1	GS5	CT=protein;AC=P37840;QY=5 pmol	CT=protein;AC=P02754;QY=1 pmol	CT=protein;AC=P02671;QY=0.1 pmol	CT=protein;AC=P02675;QY=0.1 pmol	CT=protein;AC=P02679;QY=0.1 pmol	CT=protein;AC=P13006;QY=0.5 pmol	CT=protein;AC=P69905;QY=0.1 pmol	CT=protein;AC=P68871;QY=0.1 pmol	CT=protein;AC=P20261;QY=10 pmol	CT=protein;AC=P32946;QY=10 pmol	CT=protein;AC=P32947;QY=10 pmol	CT=protein;AC=P00698;QY=1 pmol	CT=protein;AC=P68082;QY=0.5 pmol	PXD012987_QExHF03828	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable;PP=Any N-term	NT=Ammonium;AC=UNIMOD:989;TA=D,E;MT=Variable	NT=Ammonia-loss;AC=UNIMOD:385;TA=C;MT=Variable;PP=Any N-term	NT=Ammonia-loss;AC=UNIMOD:385;TA=N;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.02 Da	6	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QExHF03828.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD012987/QExHF03828.raw	PMC6944235	spectral library	GS_IS_15	PMC6944235 Table II and Supplementary Tables S2/S3; deposited assay_information.txt classifies library groups; RAW sample labels provide GS states and fraction numbers; processing/injection repeats of C2C12 mixtures	v1.1.0	NT=ms-proteomics;VV=v1.1.0	not available	C2C12	prepared mixture amount from Table I or Supplementary Table S2; not on-column amount	200 ng	Sandra_5f	not applicable	https://www.ebi.ac.uk/pride/archive/projects/PXD012987 | https://doi.org/10.1074/mcp.ra119.001714	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	GS5
