source name	characteristics[cell type]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[ancestry category]	characteristics[cell line]	characteristics[biological replicate]	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	assay name	technology type	comment[fraction identifier]	comment[label]	comment[instrument]	comment[data file]	comment[technical replicate]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[group]
9 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr4	proteomic profiling by mass spectrometry	4	TMT132N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr4.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
9 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr5	proteomic profiling by mass spectrometry	5	TMT132N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr5.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
9 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr6	proteomic profiling by mass spectrometry	6	TMT132N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr6.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
9 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr7	proteomic profiling by mass spectrometry	7	TMT132N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr7.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
9 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr8	proteomic profiling by mass spectrometry	8	TMT132N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr8.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
10 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr1-3	proteomic profiling by mass spectrometry	1	TMT133N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr1-3.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
10 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr4	proteomic profiling by mass spectrometry	4	TMT133N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr4.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
10 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr5	proteomic profiling by mass spectrometry	5	TMT133N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr5.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
10 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr6	proteomic profiling by mass spectrometry	6	TMT133N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr6.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
10 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr7	proteomic profiling by mass spectrometry	7	TMT133N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr7.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
10 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr8	proteomic profiling by mass spectrometry	8	TMT133N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr8.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
11 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr1-3	proteomic profiling by mass spectrometry	1	TMT133C	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr1-3.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
11 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr4	proteomic profiling by mass spectrometry	4	TMT133C	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr4.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
11 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr5	proteomic profiling by mass spectrometry	5	TMT133C	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr5.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
11 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr6	proteomic profiling by mass spectrometry	6	TMT133C	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr6.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
11 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr7	proteomic profiling by mass spectrometry	7	TMT133C	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr7.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
11 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr8	proteomic profiling by mass spectrometry	8	TMT133C	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr8.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
12 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr1-3	proteomic profiling by mass spectrometry	1	TMT134N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr1-3.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
12 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr4	proteomic profiling by mass spectrometry	4	TMT134N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr4.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
12 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr5	proteomic profiling by mass spectrometry	5	TMT134N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr5.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
12 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr6	proteomic profiling by mass spectrometry	6	TMT134N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr6.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
12 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr7	proteomic profiling by mass spectrometry	7	TMT134N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr7.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
12 TMT1	not available	not available	not available	not available	not available	not available	1	Mus musculus	not available	not available	WA-fr8	proteomic profiling by mass spectrometry	8	TMT134N	NT=Q Exactive HF-X;AC=MS:1002877	WA-fr8.raw	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Oxidation (M);MT=Variable	NT=Acetyl (Protein N-term);MT=Variable	NT=Carbamidomethyl (C);MT=Fixed	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	not available
