source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[sample type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[culture medium]	characteristics[passage number]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[sample storage temperature]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[genetic modification]	characteristics[genotype]	characteristics[compound]	characteristics[dose]	characteristics[exposure duration]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[antibody enrichment]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]	factor value[compound]	factor value[sampling time]	factor value[antibody enrichment]
59M_shCT45-A_PP4C_2	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-A)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	anti-PP4C (PPP4C, Bethyl A300-835A)	2	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-A_PP4C_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-A_PP4C_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-A)	not applicable	not applicable	anti-PP4C (PPP4C, Bethyl A300-835A)
59M_shCT45-A_R3B_1	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-A)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	anti-PP4R3beta (PPP4R3B/SMEK2, Bethyl A300-842A)	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-A_R3B_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-A_R3B_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-A)	not applicable	not applicable	anti-PP4R3beta (PPP4R3B/SMEK2, Bethyl A300-842A)
59M_shCT45-A_R3B_2	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-A)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	anti-PP4R3beta (PPP4R3B/SMEK2, Bethyl A300-842A)	2	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-A_R3B_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-A_R3B_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-A)	not applicable	not applicable	anti-PP4R3beta (PPP4R3B/SMEK2, Bethyl A300-842A)
59M_shCT45-C_IgG_1	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-C)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	IgG isotype control	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-C_IgG_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-C_IgG_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-C)	not applicable	not applicable	IgG isotype control
59M_shCT45-C_IgG_2	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-C)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	IgG isotype control	2	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-C_IgG_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-C_IgG_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-C)	not applicable	not applicable	IgG isotype control
59M_shCT45-C_PP4C_1	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-C)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	anti-PP4C (PPP4C, Bethyl A300-835A)	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-C_PP4C_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-C_PP4C_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-C)	not applicable	not applicable	anti-PP4C (PPP4C, Bethyl A300-835A)
59M_shCT45-C_PP4C_2	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-C)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	anti-PP4C (PPP4C, Bethyl A300-835A)	2	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-C_PP4C_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-C_PP4C_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-C)	not applicable	not applicable	anti-PP4C (PPP4C, Bethyl A300-835A)
59M_shCT45-C_R3B_1	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-C)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	anti-PP4R3beta (PPP4R3B/SMEK2, Bethyl A300-842A)	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-C_R3B_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-C_R3B_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-C)	not applicable	not applicable	anti-PP4R3beta (PPP4R3B/SMEK2, Bethyl A300-842A)
59M_shCT45-C_R3B_2	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-C)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	anti-PP4R3beta (PPP4R3B/SMEK2, Bethyl A300-842A)	2	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-C_R3B_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-C_R3B_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-C)	not applicable	not applicable	anti-PP4R3beta (PPP4R3B/SMEK2, Bethyl A300-842A)
59M_shCT45-D_IgG_1	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-D)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	IgG isotype control	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-D_IgG_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-D_IgG_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-D)	not applicable	not applicable	IgG isotype control
59M_shCT45-D_IgG_2	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-D)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	IgG isotype control	2	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-D_IgG_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-D_IgG_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-D)	not applicable	not applicable	IgG isotype control
59M_shCT45-D_PP4C_1	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-D)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	anti-PP4C (PPP4C, Bethyl A300-835A)	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-D_PP4C_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-D_PP4C_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-D)	not applicable	not applicable	anti-PP4C (PPP4C, Bethyl A300-835A)
59M_shCT45-D_PP4C_2	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-D)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	anti-PP4C (PPP4C, Bethyl A300-835A)	2	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-D_PP4C_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-D_PP4C_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-D)	not applicable	not applicable	anti-PP4C (PPP4C, Bethyl A300-835A)
59M_shCT45-D_R3B_1	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-D)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	anti-PP4R3beta (PPP4R3B/SMEK2, Bethyl A300-842A)	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-D_R3B_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-D_R3B_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-D)	not applicable	not applicable	anti-PP4R3beta (PPP4R3B/SMEK2, Bethyl A300-842A)
59M_shCT45-D_R3B_2	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	shRNA knockdown of CT45 (shCT45-D)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	anti-PP4R3beta (PPP4R3B/SMEK2, Bethyl A300-842A)	2	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-D_R3B_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCT45-D_R3B_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	shRNA knockdown of CT45 (shCT45-D)	not applicable	not applicable	anti-PP4R3beta (PPP4R3B/SMEK2, Bethyl A300-842A)
59M_shCTRL_IgG_1	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	non-targeting control shRNA (shCTRL)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	IgG isotype control	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCTRL_IgG_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCTRL_IgG_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	non-targeting control shRNA (shCTRL)	not applicable	not applicable	IgG isotype control
59M_shCTRL_IgG_2	Homo sapiens	ascitic fluid	epithelial cell	Ovarian High Grade Serous Adenocarcinoma	cell line	study sample	59M	CVCL_2291	59M	Dulbecco's Modified Eagle Medium with 10% FCS, 1% pen/strep and 10 ug/mL insulin	not available	not available	CellCheck (IDEXX BioResearch)	not available	adult	65Y	female	European ancestry	not applicable	lentivirus transduction	non-targeting control shRNA (shCTRL)	not applicable	not applicable	not applicable	not applicable	chromatin immunoprecipitation	IgG isotype control	2	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCTRL_IgG_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	not available	20 ppm	not available	not available	NT=orbitrap;AC=MS:1000484	1	1	20180330_QE9_nLC0_FaCo_SA_FC3E_ChIP-MS_59M_shCTRL_IgG_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	non-targeting control shRNA (shCTRL)	not applicable	not applicable	IgG isotype control
