source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[clearing method]	characteristics[protein extraction method]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	factor value[clearing method]
human brain peptide library	Homo sapiens	cerebral cortex	1	not available	normal	tissue	not available	not available	not available	not available	not available	not available	20200815_TIMS2_MCT_SA_TPM02_library_f23_H7_1_3260	proteomic profiling by mass spectrometry	1	20200815_TIMS2_MCT_SA_TPM02_library_f23_H7_1_3260.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	23	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	not available
human brain peptide library	Homo sapiens	cerebral cortex	1	not available	normal	tissue	not available	not available	not available	not available	not available	not available	20200815_TIMS2_MCT_SA_TPM02_library_f24_H8_1_3261	proteomic profiling by mass spectrometry	1	20200815_TIMS2_MCT_SA_TPM02_library_f24_H8_1_3261.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	24	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	not available
human brain cortex 3DISCO	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	3DISCO	SDS-SDC	20200817_TIMS2_MCT_SA_TPM02_3D_01_H2_1_3269	proteomic profiling by mass spectrometry	1	20200817_TIMS2_MCT_SA_TPM02_3D_01_H2_1_3269.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO
human brain cortex 3DISCO	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	3DISCO	SDS-SDC	20200817_TIMS2_MCT_SA_TPM02_3D_02_H2_1_3270	proteomic profiling by mass spectrometry	2	20200817_TIMS2_MCT_SA_TPM02_3D_02_H2_1_3270.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO
human brain cortex 3DISCO	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	3DISCO	SDS-SDC	20200817_TIMS2_MCT_SA_TPM02_3D_03_H2_1_3271	proteomic profiling by mass spectrometry	3	20200817_TIMS2_MCT_SA_TPM02_3D_03_H2_1_3271.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO
human brain cortex 3DISCO	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	3DISCO	SDS-SDC	20200817_TIMS2_MCT_SA_TPM02_3D_04_H2_1_3272	proteomic profiling by mass spectrometry	4	20200817_TIMS2_MCT_SA_TPM02_3D_04_H2_1_3272.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO
human brain cortex PFA-fixed	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	none (PFA-fixed, uncleared)	SDS-SDC	20200817_TIMS2_MCT_SA_TPM02_PFA_01_H4_1_3279	proteomic profiling by mass spectrometry	1	20200817_TIMS2_MCT_SA_TPM02_PFA_01_H4_1_3279.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (PFA-fixed, uncleared)
human brain cortex PFA-fixed	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	none (PFA-fixed, uncleared)	SDS-SDC	20200817_TIMS2_MCT_SA_TPM02_PFA_02_H4_1_3280	proteomic profiling by mass spectrometry	2	20200817_TIMS2_MCT_SA_TPM02_PFA_02_H4_1_3280.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (PFA-fixed, uncleared)
human brain cortex PFA-fixed	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	none (PFA-fixed, uncleared)	SDS-SDC	20200817_TIMS2_MCT_SA_TPM02_PFA_03_H4_1_3281	proteomic profiling by mass spectrometry	3	20200817_TIMS2_MCT_SA_TPM02_PFA_03_H4_1_3281.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (PFA-fixed, uncleared)
human brain cortex PFA-fixed	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	none (PFA-fixed, uncleared)	SDS-SDC	20200817_TIMS2_MCT_SA_TPM02_PFA_04_H4_1_3282	proteomic profiling by mass spectrometry	4	20200817_TIMS2_MCT_SA_TPM02_PFA_04_H4_1_3282.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (PFA-fixed, uncleared)
human brain cortex uDISCO	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	uDISCO	SDS-SDC	20200817_TIMS2_MCT_SA_TPM02_UD_01_H3_1_3274	proteomic profiling by mass spectrometry	1	20200817_TIMS2_MCT_SA_TPM02_UD_01_H3_1_3274.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	uDISCO
human brain cortex uDISCO	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	uDISCO	SDS-SDC	20200817_TIMS2_MCT_SA_TPM02_UD_02_H3_1_3275	proteomic profiling by mass spectrometry	2	20200817_TIMS2_MCT_SA_TPM02_UD_02_H3_1_3275.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	uDISCO
human brain cortex uDISCO	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	uDISCO	SDS-SDC	20200817_TIMS2_MCT_SA_TPM02_UD_03_H3_1_3276	proteomic profiling by mass spectrometry	3	20200817_TIMS2_MCT_SA_TPM02_UD_03_H3_1_3276.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	uDISCO
human brain cortex uDISCO	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	uDISCO	SDS-SDC	20200817_TIMS2_MCT_SA_TPM02_UD_04_H3_1_3277	proteomic profiling by mass spectrometry	4	20200817_TIMS2_MCT_SA_TPM02_UD_04_H3_1_3277.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	uDISCO
human brain cortex SHANEL (double peptide amount)	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	SHANEL	SDS-SDC	20200819_TIMS2_MCT_SA_TPM02_Shannel_doubleAmount_01_H6_1_3284	proteomic profiling by mass spectrometry	1	20200819_TIMS2_MCT_SA_TPM02_Shannel_doubleAmount_01_H6_1_3284.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	SHANEL
human brain cortex SHANEL (double peptide amount)	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	SHANEL	SDS-SDC	20200819_TIMS2_MCT_SA_TPM02_Shannel_doubleAmount_02_H6_1_3285	proteomic profiling by mass spectrometry	2	20200819_TIMS2_MCT_SA_TPM02_Shannel_doubleAmount_02_H6_1_3285.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	SHANEL
human brain cortex SHANEL (double peptide amount)	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	SHANEL	SDS-SDC	20200819_TIMS2_MCT_SA_TPM02_Shannel_doubleAmount_03_H6_1_3286	proteomic profiling by mass spectrometry	3	20200819_TIMS2_MCT_SA_TPM02_Shannel_doubleAmount_03_H6_1_3286.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	SHANEL
human brain cortex SHANEL (double peptide amount)	Homo sapiens	cerebral cortex	1	not pooled	normal	tissue	not available	not available	not available	not available	SHANEL	SDS-SDC	20200819_TIMS2_MCT_SA_TPM02_Shannel_doubleAmount_04_H6_1_3287	proteomic profiling by mass spectrometry	4	20200819_TIMS2_MCT_SA_TPM02_Shannel_doubleAmount_04_H6_1_3287.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	SHANEL
