source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 54	proteomic profiling by mass spectrometry	1	stationary_1_f8.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	8	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 55	proteomic profiling by mass spectrometry	2	stationary_1_f7.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	7	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 56	proteomic profiling by mass spectrometry	2	stationary_3_f11.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	11	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 57	proteomic profiling by mass spectrometry	1	stationary_3_f6.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	6	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 58	proteomic profiling by mass spectrometry	2	stationary_3_f8.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	8	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 59	proteomic profiling by mass spectrometry	1	stationary_1_f12.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	12	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 60	proteomic profiling by mass spectrometry	3	stationary_2_f7.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	7	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 61	proteomic profiling by mass spectrometry	1	stationary_3_f13.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	13	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 62	proteomic profiling by mass spectrometry	3	stationary_2_f8.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	8	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 63	proteomic profiling by mass spectrometry	1	stationary_2_f9.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	9	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 64	proteomic profiling by mass spectrometry	1	stationary_3_f16.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	16	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 65	proteomic profiling by mass spectrometry	2	stationary_2_f6.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	6	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 66	proteomic profiling by mass spectrometry	3	stationary_1_f6.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	6	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 67	proteomic profiling by mass spectrometry	3	stationary_1_f10.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	10	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 68	proteomic profiling by mass spectrometry	2	stationary_1_f9.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	9	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 69	proteomic profiling by mass spectrometry	2	stationary_2_f12.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	12	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 70	proteomic profiling by mass spectrometry	2	stationary_2_f13.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	13	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 71	proteomic profiling by mass spectrometry	1	stationary_3_f17.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	17	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 72	proteomic profiling by mass spectrometry	3	stationary_1_f11.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	11	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 73	proteomic profiling by mass spectrometry	3	stationary_3_f9.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	9	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 74	proteomic profiling by mass spectrometry	2	stationary_2_f16.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	16	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f11	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	3	stationary_3_f12.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	12	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_1_f17B_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	1	exponential_1_f17B_1ulb.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	17	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_1_f17B_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 77	proteomic profiling by mass spectrometry	2	exponential_3_f17B_1ulB.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	17	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_1_f17B_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 78	proteomic profiling by mass spectrometry	3	exponential_2_f17B_1ulB.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	17	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_1_f16_130809131506	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	1	stationary_1_f16_130809131506.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	16	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_2_f15b_1ul	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	1	exponential_2_f15b_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	15	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_2_f15b_1ul	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	2	exponential_3_f15b_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	15	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_2_f15b_1ul	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 82	proteomic profiling by mass spectrometry	3	exponential_1_f15b_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	15	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_3_f8B	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 83	proteomic profiling by mass spectrometry	1	stationary_3_f8B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	8	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_3_f8B	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 84	proteomic profiling by mass spectrometry	2	stationary_1_f8B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	8	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_3_f8B	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 85	proteomic profiling by mass spectrometry	3	stationary_2_f8B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	8	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f16B	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 86	proteomic profiling by mass spectrometry	1	stationary_2_f16B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	16	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f16B	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 87	proteomic profiling by mass spectrometry	2	stationary_3_f16B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	16	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_2_f16B	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 88	proteomic profiling by mass spectrometry	3	stationary_1_f16B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	16	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_3_f12B	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 89	proteomic profiling by mass spectrometry	1	stationary_3_f12B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	12	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_3_f12B	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 90	proteomic profiling by mass spectrometry	2	stationary_1_f12B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	12	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_3_f12B	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 91	proteomic profiling by mass spectrometry	3	stationary_2_f12B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	12	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10b_1ul	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 92	proteomic profiling by mass spectrometry	1	exponential_1_f10b_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	10	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10b_1ul	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 93	proteomic profiling by mass spectrometry	2	exponential_3_f10b_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	10	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10b_1ul	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 94	proteomic profiling by mass spectrometry	3	exponential_2_f10b_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	10	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_3_f9B2_1ulB	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 95	proteomic profiling by mass spectrometry	1	exponential_3_f9B2_1ulB.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	9	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_3_f9B2_1ulB	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 96	proteomic profiling by mass spectrometry	2	exponential_1_f9B2_1ulb.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	9	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_3_f9B2_1ulB	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 97	proteomic profiling by mass spectrometry	3	exponential_2_f9B2_1ulB.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	9	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_2_f14b_1ul	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 98	proteomic profiling by mass spectrometry	1	exponential_2_f14b_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	14	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_2_f14b_1ul	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 99	proteomic profiling by mass spectrometry	2	exponential_1_f14b_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	14	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_2_f14b_1ul	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 100	proteomic profiling by mass spectrometry	3	exponential_3_f14b_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	14	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_3_f16B_1ulB	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 101	proteomic profiling by mass spectrometry	1	exponential_3_f16B_1ulB.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	16	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_3_f16B_1ulB	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 102	proteomic profiling by mass spectrometry	2	exponential_1_f16B_1ulb.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	16	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_3_f16B_1ulB	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 103	proteomic profiling by mass spectrometry	3	exponential_2_f16B_1ulB.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	16	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
stationary_1_f17_130809105849	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 104	proteomic profiling by mass spectrometry	1	stationary_1_f17_130809105849.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=trypsin;AC=MS:1001251	NT=TMT6plex	17	NT=HCD	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 105	proteomic profiling by mass spectrometry	1	exponential_1_f10B2_1ulb.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 106	proteomic profiling by mass spectrometry	2	exponential_2_f10B2_1ulB.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 107	proteomic profiling by mass spectrometry	3	exponential_3_f10B2_1ulB.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 108	proteomic profiling by mass spectrometry	1	stationary_1_f14B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	14	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
