source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[genotype]	characteristics[material type]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[treatment]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms1 scan range]	comment[fractionation method]	comment[sample preparation batch]	comment[acquisition date]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]	factor value[genotype]
20151016_LY_N2A91_HS665_3	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	HS665	not available	enrichment of phosphorylated protein	3	run 480	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-31T05:04:22	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_HS665_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	HS665	N2A91
20151016_LY_N2A91_MOM_1	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	MOM	not available	enrichment of phosphorylated protein	1	run 481	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-30T14:14:00	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_MOM_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	MOM	N2A91
20151016_LY_N2A91_MOM_2	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	MOM	not available	enrichment of phosphorylated protein	2	run 482	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-30T17:01:43	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_MOM_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	MOM	N2A91
20151016_LY_N2A91_MOM_3	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	MOM	not available	enrichment of phosphorylated protein	3	run 483	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-30T19:50:09	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_MOM_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	MOM	N2A91
20151016_LY_N2A91_Nalf_1	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	nalf	not available	enrichment of phosphorylated protein	1	run 484	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-11-01T12:23:18	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_Nalf_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	nalf	N2A91
20151016_LY_N2A91_Nalf_2	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	nalf	not available	enrichment of phosphorylated protein	2	run 485	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-11-01T15:11:22	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_Nalf_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	nalf	N2A91
20151016_LY_N2A91_Nalf_3	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	nalf	not available	enrichment of phosphorylated protein	3	run 486	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-11-01T17:59:28	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_Nalf_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	nalf	N2A91
20151016_LY_N2A91_RB64_1	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	RB64	not available	enrichment of phosphorylated protein	1	run 487	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-31T08:41:53	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_RB64_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	RB64	N2A91
20151016_LY_N2A91_RB64_2	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	RB64	not available	enrichment of phosphorylated protein	2	run 488	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-31T11:30:11	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_RB64_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	RB64	N2A91
20151016_LY_N2A91_RB64_3	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	RB64	not available	enrichment of phosphorylated protein	3	run 489	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-31T14:18:37	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_RB64_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	RB64	N2A91
20151016_LY_N2A91_SalA_1	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	salA	not available	enrichment of phosphorylated protein	1	run 490	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-31T17:56:00	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_SalA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	salA	N2A91
20151016_LY_N2A91_SalA_2	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	salA	not available	enrichment of phosphorylated protein	2	run 491	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-31T20:44:10	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_SalA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	salA	N2A91
20151016_LY_N2A91_SalA_3	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	salA	not available	enrichment of phosphorylated protein	3	run 492	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-31T23:32:33	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_SalA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	salA	N2A91
20151016_LY_N2A91_U50_1	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	U-50,488H	not available	enrichment of phosphorylated protein	1	run 493	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-29T15:27:01	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_U50_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	U-50,488H	N2A91
20151016_LY_N2A91_U50_2	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	U-50,488H	not available	enrichment of phosphorylated protein	2	run 494	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-29T18:16:35	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_U50_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	U-50,488H	N2A91
20151016_LY_N2A91_U50_3	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	U-50,488H	not available	enrichment of phosphorylated protein	3	run 495	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-29T21:06:24	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_U50_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	U-50,488H	N2A91
20151016_LY_N2A91_bNNTA_1	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	bNNTA	not available	enrichment of phosphorylated protein	1	run 496	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-30T00:45:06	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_bNNTA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bNNTA	N2A91
20151016_LY_N2A91_bNNTA_2	Mus musculus	not applicable	neural crest derived neuroblast	Neuro-2a cell	CVCL_0470	Neuro-2a	peripheral nervous system	neuroblastoma	not available	male	A/J	N2A91	cell line	not available	not available	not available	bNNTA	not available	enrichment of phosphorylated protein	2	run 497	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	20 ppm	NT=orbitrap;AC=MS:1000484	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	300m/z-1600m/z	not applicable	20151016	2015-10-30T03:34:28	1	1	20151016_QEp6_JeLi_SA_L976_LY_N2A91_bNNTA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	bNNTA	N2A91
